Dates,ACMESIE LX Equity,RCMSTYL LX Equity,ALEPTEU LX Equity,AEEI2EC LX Equity,CAIXEIA LX Equity,AXWEOFC LX Equity,AXWECEI LX Equity,MEREMAI LX Equity,ETDD FP Equity,CSEMICE LX Equity,CSESDBEL LX Equity,CSIEEDE LX Equity,PAMEULF BB Equity,DIICEIC LX Equity,DWSTEFC LX Equity,STHOPMI FP Equity,FIDFEBI LX Equity,FJ2C GR Equity,GEQ50AD LX Equity,HSBEURQ LX Equity,HSBCLGI LX Equity,BGEURAX LX Equity,HENEUDI LX Equity,JPEDCAC LX Equity,FLEEUEC LX Equity,SGEURIE LX Equity,METVSRI FP Equity,MEZEI1E ID Equity,NATISRI LX Equity,MOREFAI LX Equity,INGEHDI LX Equity,PIPTFEI LX Equity,SIEEACE LX Equity,SSEIIEU LX Equity,SSGFESI LX Equity,TEMGRIA LX Equity,UBSEITL LX Equity,UECIEQD LX Equity,UGEURSA LX Equity,VANESII ID Equity
22/02/2016,20.56,9.36,914.16,7.28,1474.89,66.98,192.13,24.25,7.1133,906,#N/A N/A,876.6,149.89,214.76,187.25999,172.43,20.24,8.91,109.92,33.509,14.199,98.79,40.82,110.66,18.22,1112.063,271.4,145.24,58692.51,10.43,474.05,154.6,105.63,9.6177,7.84,16.87,81.47,88.85,#N/A N/A,151.9088
23/02/2016,20.36,9.32,907.65,7.18,1455.94,66.3,189.83,24.19,7.0017,893.57,#N/A N/A,864.37,148.26,211.83,186.88,170.81,19.97,8.77,110.79,33.266,14.119,99.88,40.6,110.8,18.22,1096.833,266.91,143.89,57934.47,10.41,465.75,152.62,105.96,9.4835,7.71,16.64,80.69,88.16,#N/A N/A,149.7907
24/02/2016,20.02,9.07,892.97,7.02,1421.77,64.86,186.09,23.29,6.8333,872.49,#N/A N/A,844.77,145.21,207.14,178.88,167.17,19.53,8.73,109.79,32.509,13.791,99.68,39.66,107.49,17.64,1071.892,262.65,140.52,56734.26,10.04,455.73,149.08,106.19,9.2682,7.53,16.4,79.16,86.76,#N/A N/A,146.3923
25/02/2016,20.43,9.12,891.39,7.15,1451.11,66.31,189.85,23.78,6.975,891.76,#N/A N/A,860.59,147.96,211.21,183.39,170.35,19.96,8.76,108.81,33.051,14.004,97.72,40.39,109.41,18.01,1092.106,267.82,142.96,57751.18,10.28,465.84,152.12,106.32,9.4417,7.71,16.59,80.43,88.25,#N/A N/A,149.1286
26/02/2016,20.65,9.39,913.54,7.28,1474.21,67.22,192.74,24.05,7.1017,907.97,#N/A N/A,874.25,150,213.52,185.59,173.15,20.23,8.88,109.67,33.667,14.28,98.79,40.69,110.73,18.27,1109.524,271.99,145.48,58726.1,10.46,473.12,154.51,106.1,9.5782,7.94,16.89,81.23,88.98,#N/A N/A,151.4865
29/02/2016,20.81,9.25,898.25,7.34,1484.58,67.8,194.26,24.04,7.145,913.5,#N/A N/A,879.68,151,213.87,185.31,174.51,20.31,8.91,110.39,33.656,14.263,99.73,40.77,110.63,18.28,1116.548,274.17,146.5,59004.68,10.46,475.77,155.62,106,9.637,8,16.98,81.46,89.29,#N/A N/A,152.4175
01/03/2016,21.23,9.47,920.94,7.46,1505.6,68.84,197.33,24.45,7.265,929.78,#N/A N/A,895.85,153.67,217.5,189.14,177.76,20.66,9.14,110.86,34.356,14.563,100.01,41.69,112.76,18.63,1136.881,279.59,149.33,60118.59,10.7,482.91,157.82,106.12,9.8141,8.1,17.26,82.81,90.38,#N/A N/A,155.2153
02/03/2016,21.34,9.64,929.04,7.49,1516.42,69.15,197.38,24.47,7.3283,932.67,#N/A N/A,900.32,154,216.68,189.03999,178.2,20.68,9.2,111.53,34.635,14.584,101.62,42.07,112.62,18.73,1142.489,281.8,149.96,60203.56,10.74,486.41,158.97,105.88,9.8767,8.24,17.41,82.78,90.18,#N/A N/A,155.9841
03/03/2016,21.35,9.65,919.66,7.46,1511.45,68.79,197.46,24.51,7.3033,932.53,#N/A N/A,898.8,153.44,215.92,188.78999,177.56,20.56,9.23,112.02,34.723,14.606,102.02,42,112.84,18.7,1140.634,282.95,149.7,60066.61,10.78,485.97,158.44,105.37,9.8602,8.3,17.45,82.27,89.94,#N/A N/A,155.7259
04/03/2016,21.4,9.66,919.96,7.51,1522.24,69.12,198.42,24.52,7.365,939.4,#N/A N/A,904.88,154.21,217,189.59,179.02,20.65,9.25,111.98,35.039,14.688,101.7,42.16,113.13,18.75,1147.933,284.76,150.54,60393.93,10.81,489.33,159.57,105.79,9.9266,8.39,17.6,82.4,90.23,#N/A N/A,156.773
07/03/2016,21.2,9.62,917.69,7.48,1518.49,68.77,197.47,24.31,7.325,935.9,#N/A N/A,900.26,153.35,216.58,188.53999,177.78,20.54,9.2,112.23,34.753,14.565,101.88,41.71,112.3,18.6,1142.11,282.64,149.7,60085.84,10.71,486.3,159.18,105.63,9.8618,8.36,17.52,81.92,89.94,#N/A N/A,155.9696
08/03/2016,21.04,9.52,907.13,7.42,1503.44,68.21,196.09,24.25,7.2817,929.69,#N/A N/A,893.67,151.99,215.13,187.83,176.33,20.4,9.12,111.97,34.489,14.417,101.54,41.26,111.82,18.56,1133.517,280.84,147.91,59709.63,10.7,483.21,157.61,104.83,9.7897,8.26,17.33,81.52,89.59,#N/A N/A,154.8227
09/03/2016,21.15,9.65,917.3,7.46,1511.34,68.5,196.93,24.4,7.305,933.76,#N/A N/A,897.85,152.55,215.68,189.64,177.07,20.5,9.15,111.64,34.71,14.536,100.91,41.85,112.55,18.76,1138.721,282.22,148.34,60060.96,10.79,484.92,158.42,105.05,9.8491,8.33,17.41,81.95,89.83,#N/A N/A,155.5429
10/03/2016,20.92,9.6,915.52,7.37,1485.63,67.46,194.97,24.76,7.205,921.44,#N/A N/A,885.06,150.56,211.98,192.31,174.88,20.19,9.03,111.84,34.722,14.471,101.44,41.65,114.11,18.95,1123.109,279.1,146.23,59216.91,10.92,479.48,155.73,104.7,9.6953,8.13,17.17,80.93,89.47,#N/A N/A,153.3239
11/03/2016,21.6,9.75,915.87,7.58,1524.42,69.35,201.15,24.75,7.4467,950.09,#N/A N/A,914.25,155.14,217.9,191.14,180.28,20.71,9.35,111.08,35.361,14.687,100.87,41.98,113.77,18.91,1160.112,289.8,150.92,61011.21,10.86,495.77,159.8,104.99,10.0294,8.43,17.74,83.16,91.44,#N/A N/A,158.3872
14/03/2016,21.73,9.89,929.71,7.64,1535.05,69.78,202.2,24.9,7.495,957.49,#N/A N/A,921.25,156.22,219.94,192.66,181.43,20.87,9.42,112.87,35.624,14.838,101.27,42.56,114.66,19.04,1168.774,291.18,152.1,61412.6,10.97,498.74,160.91,105,10.0919,8.48,17.84,83.72,92,#N/A N/A,159.5986
15/03/2016,21.61,9.83,926.71,7.58,1517.78,68.99,200.52,24.71,7.44,949.25,#N/A N/A,913.78,155.12,218.64,191.61,180.6,20.67,9.36,112.99,35.379,14.772,102.35,42.28,113.95,18.95,1159.488,288.58,151.14,60931.81,10.9,494.79,159.09,105.13,10.0239,8.34,17.64,83.51,91.82,#N/A N/A,158.3043
16/03/2016,21.67,9.85,929.23,7.58,1518.58,69.03,200.24,24.82,7.4233,948.71,#N/A N/A,913.95,155.58,218.82,192.06,180.44,20.64,9.35,112.61,35.327,14.78,101.67,42.38,114.31,19.04,1159.71,288.31,151.46,60897.55,10.96,494.38,159.18,105.55,10.0117,8.32,17.72,83.68,91.62,#N/A N/A,158.3386
17/03/2016,21.58,9.71,919,7.55,1518.1,68.78,198.88,24.56,7.375,943.72,#N/A N/A,909.88,154.24,217.14,190.28,179.55,20.51,9.3,112.52,35.115,14.651,101.52,41.79,113.31,18.85,1154.423,286.63,150.6,60484.85,10.87,493.3,159.13,105.52,9.9671,8.33,17.64,82.97,91.75,#N/A N/A,157.6275
18/03/2016,21.63,9.77,925.58,7.57,1522.63,68.96,199.18,24.69,7.4225,947.4,#N/A N/A,914.69,155.07,218.8,191.52,180.01,20.61,9.3,112.27,35.367,14.788,101.09,42.29,113.98,18.95,1160.452,287.33,151.31,60601.28,10.96,494.51,159.6,105.39,10.0196,8.41,17.71,83.32,91.77,#N/A N/A,158.4547
21/03/2016,21.58,9.88,934.75,7.57,1519.43,68.87,199.05,24.66,7.3925,945.2,#N/A N/A,912.69,154.9,218.39,190.47,179.7,20.58,9.31,112.37,35.218,14.771,101.71,42.46,113.53,18.89,1157.927,286.78,151.14,60459.83,10.92,493.08,159.26,105.03,9.9994,8.37,17.67,83.33,91.81,#N/A N/A,158.1338
22/03/2016,21.62,9.73,926.81,7.58,1516.95,68.89,199.17,24.53,7.3992,946.08,#N/A N/A,913.83,154.78,218.8,190.16,179.97,20.57,9.3,112.35,35.106,14.738,101.68,42.05,112.98,18.85,1159.185,286.84,151.37,60506.85,10.89,492.91,159,105.47,10.0107,8.35,17.68,83.5,91.91,#N/A N/A,158.3129
23/03/2016,21.61,9.84,942.84,7.59,1515.99,68.99,199.89,24.63,7.3842,944.86,#N/A N/A,913.01,155.28,220.05,191.34,179.94,20.6,9.25,112.37,35.038,14.824,101.14,42.6,113.63,18.92,1158.294,285.47,151.28,60618.38,10.93,491.04,158.88,105.4,10.0018,8.29,17.61,83.82,91.96,#N/A N/A,158.1718
24/03/2016,21.25,9.66,932.26,7.46,1493.83,68.05,196.37,24.45,7.2492,927.98,#N/A N/A,897.48,152.74,216.67,189.5,176.91,20.32,9.14,112.13,34.567,14.696,101.76,42,112.5,18.76,1138.927,280.84,148.86,59660.29,10.82,483.18,156.56,105.32,9.8315,8.1,17.33,82.6,90.9,#N/A N/A,155.4729
25/03/2016,21.25,9.66,932.26,7.46,1493.83,68.05,196.37,24.45,7.2492,927.98,#N/A N/A,897.48,152.74,216.67,189.5,176.91,20.31,9.14,112.13,34.567,14.696,101.76,42,112.5,18.76,1138.927,280.84,148.86,59660.29,10.82,483.18,156.56,105.32,9.8315,8.1,17.33,82.6,90.9,#N/A N/A,155.4729
28/03/2016,21.25,9.66,932.26,7.46,1493.83,68.05,196.37,24.45,7.2492,927.98,#N/A N/A,897.48,152.74,216.67,189.5,176.91,20.32,9.14,112.13,34.567,14.696,101.76,42,112.5,18.76,1138.927,280.84,148.86,59660.29,10.82,483.18,156.56,105.32,9.8315,8.1,17.32,82.6,90.9,#N/A N/A,155.4643
29/03/2016,21.39,9.68,936.15,7.51,1501,68.51,197.48,24.42,7.2908,935.39,#N/A N/A,902.76,153.56,218.33,188.99001,177.71,20.43,9.21,111.23,34.738,14.689,100.94,41.88,112.3,18.71,1145.517,282.06,149.46,60181.91,10.79,485.93,157.3,105.4,9.9029,8.11,17.28,83.09,91.53,#N/A N/A,156.3838
30/03/2016,21.67,9.76,946.58,7.63,1520.89,69.27,200.21,24.9,7.3825,949.46,#N/A N/A,915.26,155.61,222.28,193.02,180.21,20.68,9.28,111.69,35.328,14.943,100.91,42.71,114.4,19.1,1161.689,285.54,151.6,60946.58,11.03,493.63,159.39,105.38,10.0265,8.25,17.58,83.94,92.51,#N/A N/A,158.554
31/03/2016,21.46,9.68,945.58,7.56,1504.37,68.59,197.73,24.66,7.2967,938.81,#N/A N/A,903.97,154.14,219.24,190.19,178.4,20.49,9.16,112.29,34.868,14.763,102.16,42.43,113.09,18.83,1147.84,282.3,150.37,60366.02,10.87,488.36,157.66,105.87,9.9032,8.17,17.43,83.39,91.71,#N/A N/A,156.6006
01/04/2016,21.33,9.53,932.26,7.45,1484.82,67.75,195.15,24.18,7.1658,925.36,#N/A N/A,891.01,152.56,216.19,186.53999,175.96,20.26,9.03,111.63,34.46,14.653,101.68,41.76,110.93,18.44,1131.897,278.82,149.01,59614.56,10.63,481.43,155.62,106.07,9.762,8.07,17.25,82.38,91.19,#N/A N/A,154.3663
04/04/2016,21.18,9.55,940.76,7.47,1491.19,67.7,194.68,24.44,7.1842,927.92,#N/A N/A,892.82,153.19,217.7,187.84,175.18,20.28,9.03,110.88,34.493,14.636,100.3,42.35,111.96,18.64,1134.22,276.33,148.89,59859.83,10.77,480.98,156.26,105.67,9.7819,8.11,17.28,82.8,90.77,#N/A N/A,154.6796
05/04/2016,20.79,9.34,927.04,7.31,1462.78,66.33,190.42,23.94,7.0158,908.36,#N/A N/A,873.5,150.23,213.38,184.16,171.57,19.91,8.8,111.13,33.754,14.369,101.1,41.3,109.42,18.22,1109.589,270.03,145.68,58595.28,10.53,469.87,153.3,106.04,9.585,7.88,16.92,81.55,89.85,#N/A N/A,151.3479
06/04/2016,20.79,9.34,925.94,7.36,1474.21,66.9,191.64,23.93,7.06,913.78,#N/A N/A,878.69,151.02,214.9,183.64,172.72,20.01,8.9,109.75,33.835,14.42,99.76,41.19,109.23,18.21,1115.991,271.43,146.27,59039.53,10.52,472.81,154.5,106.03,9.627,7.93,17.07,82.16,90.43,#N/A N/A,152.2227
07/04/2016,20.69,9.37,932.58,7.29,1464.59,66.39,189.89,23.97,6.9758,903.95,#N/A N/A,869.16,149.75,213.33,183.64999,170.89,19.82,8.78,110.23,33.66,14.353,99.75,41.25,109.37,18.21,1104.001,268.81,144.89,58522.4,10.56,467.79,153.49,106.03,9.5237,7.87,16.93,81.52,90.1,#N/A N/A,150.5884
08/04/2016,20.98,9.32,926.51,7.38,1482.09,67.11,192.7,24.21,7.0758,915.23,#N/A N/A,881.29,151.57,215.6,184.84,173.7,20.06,8.82,109.64,34.122,14.489,99.9,41.25,110.29,18.35,1119.727,273.98,146.87,59185.39,10.63,475.78,155.31,105.71,9.657,8.03,17.27,82.22,90.84,#N/A N/A,152.6927
11/04/2016,21.09,9.42,932.29,7.41,1487.78,67.38,193.35,24.37,7.1075,919.67,#N/A N/A,885.21,152.15,216.14,185.95,174.03,20.1,8.87,110.33,34.221,14.559,100.08,41.67,111.05,18.47,1124.629,275.81,147.39,59303.69,10.69,479.03,155.9,105.47,9.6997,8.11,17.38,82.27,91.14,#N/A N/A,153.3672
12/04/2016,21.16,9.41,923.74,7.44,1496.39,67.77,193.52,24.24,7.1575,924.44,#N/A N/A,889.4,152.71,216.91,185.78,174.82,20.22,9.01,110.54,34.412,14.563,100.58,41.53,110.72,18.43,1129.61,275.66,148.08,59587.06,10.7,481.91,156.8,105.68,9.7593,8.16,17.46,82.54,91.56,#N/A N/A,154.0894
13/04/2016,21.63,9.69,946.12,7.65,1534.64,69.42,198.97,24.82,7.3925,949.83,#N/A N/A,914.76,155.96,222.08,190.53999,179.24,20.64,9.27,110.94,35.427,14.901,100.4,42.52,113.59,18.94,1161.432,284.64,151.18,61142.04,10.97,496.52,160.83,105.78,10.0379,8.51,18,84.04,92.8,#N/A N/A,158.4905
14/04/2016,21.68,9.78,948.39,7.67,1540.22,69.6,199.42,24.93,7.4442,955.29,#N/A N/A,919.91,156.42,223.26,191.45,180.21,20.69,9.34,112.92,35.72,15.001,102,42.76,114.04,19.03,1167.335,286.32,151.58,61327.29,11,498.92,161.41,105.96,10.0797,8.54,18.09,84.4,92.88,#N/A N/A,159.3632
15/04/2016,21.54,9.8,943.72,7.64,1535.22,69.53,198.77,24.99,7.4292,952.08,#N/A N/A,917.45,155.56,222.67,191.5,179.36,20.62,9.3,113.17,35.636,14.97,102.41,42.58,114.11,19.03,1164.245,285.36,150.87,61040.14,11.01,498.41,160.89,105.94,10.0525,8.52,18.06,84.08,92.76,#N/A N/A,158.9506
18/04/2016,21.63,9.77,943.39,7.67,1541.69,69.8,199.42,24.99,7.4592,955.32,#N/A N/A,920.91,156.19,223.46,191.21001,180.08,20.65,9.36,113,35.827,15.059,102.18,42.61,113.89,19.01,1168.543,285.97,151.33,61296.1,10.99,499.46,161.57,105.91,10.0895,8.53,18.09,84.4,92.99,#N/A N/A,159.533
19/04/2016,21.81,9.98,961.88,7.77,1565.01,70.67,201.54,25.34,7.5733,969.82,#N/A N/A,935.11,157.92,228.05,194.53,182.6,20.96,9.54,113.11,36.303,15.264,102.24,43.12,116.27,19.3,1185.97,289.19,153.33,62221.43,11.21,505.73,164.01,105.87,10.2595,8.65,18.31,85.46,93.77,#N/A N/A,161.997
20/04/2016,21.85,9.97,957.82,7.81,1572.72,70.79,202.58,25.29,7.645,975.94,#N/A N/A,941.44,158.39,228.33,194.19,183.06,21.01,9.61,114.09,36.449,15.273,103.51,43.12,116.01,19.33,1193.325,291.03,153.34,62405.12,11.24,509.55,164.81,105.63,10.3289,8.76,18.44,85.52,93.92,#N/A N/A,163.0945
21/04/2016,21.79,10.11,955.71,7.8,1568.35,70.8,202.43,25.18,7.6742,974.46,#N/A N/A,940.56,158.08,227.52,193.19,183.14,20.9,9.58,114.45,36.557,15.227,103.51,42.79,115.32,19.25,1192.14,292.34,152.75,62242.16,11.24,510.07,164.35,105.43,10.3045,8.76,18.46,84.96,92.85,#N/A N/A,162.937
22/04/2016,21.78,10.03,947.69,7.77,1563.42,70.55,202.22,25.24,7.64,971.27,#N/A N/A,937.68,158.05,226.62,194.09,182.79,20.8,9.6,114.67,36.405,15.151,103.06,42.82,115.99,19.3,1188.744,291.73,152.7,62061.85,11.26,509.43,163.83,105.51,10.2733,8.81,18.51,84.71,92.52,#N/A N/A,162.4376
25/04/2016,21.68,9.96,944.06,7.7,1554.22,70.02,200.65,25.01,7.5875,964.25,#N/A N/A,930.92,157.26,225.73,192.35001,181.32,20.72,9.55,114.55,36.091,15.123,102.81,42.73,114.74,19.17,1180.395,288.14,151.91,61813.04,11.17,504.31,162.88,105.59,10.1991,8.68,18.32,84.48,92.59,#N/A N/A,161.2595
26/04/2016,21.77,10.03,945.49,7.71,1557.85,70.09,201.16,25.12,7.6033,964.88,#N/A N/A,933.22,157.52,225.42,192.94,181.63,20.7,9.54,114.09,36.214,15.102,102.56,42.76,115.07,19.23,1183.391,289.33,151.97,61831.61,11.21,506.66,163.26,105.43,10.2383,8.76,18.32,84.53,92.54,#N/A N/A,161.6541
27/04/2016,21.91,10.04,945.01,7.75,1563.15,70.34,202.21,25.35,7.6275,967.49,#N/A N/A,937.56,158.57,227.6,193.7,182.67,20.77,9.62,114.14,36.406,15.177,102.63,42.94,115.49,19.36,1188.91,290.64,152.68,62015.28,11.23,508.05,163.79,105.32,10.2719,8.79,18.42,84.87,92.47,#N/A N/A,162.4202
28/04/2016,21.96,9.92,933.99,7.73,1567.31,70.44,202.52,25.22,7.6242,966.32,#N/A N/A,938.31,158.63,227.74,192.14999,183.06,20.79,9.51,114.44,36.531,15.187,102.74,42.61,115.08,19.31,1190.101,291.35,153.11,62027.75,11.14,508.9,164.22,105.65,10.2811,8.85,18.53,84.77,92.62,#N/A N/A,162.5797
29/04/2016,21.48,9.98,937.08,7.57,1533.72,68.97,198.45,24.84,7.3967,943.77,#N/A N/A,915.3,155.49,222.58,188.55,179.55,20.38,9.28,114.41,35.639,14.89,102.42,42.53,113.41,19.01,1161.933,284.79,150.14,60615.55,10.97,497.15,160.73,105.6477,10.0296,8.62,18.09,83.25,91.4,#N/A N/A,158.5724
02/05/2016,21.53,9.87,932.7,7.58,1533.72,69.07,199.07,24.78,7.4217,947.19,#N/A N/A,918.2,155.99,222.58,188.87,180.12,20.48,9.36,112.51,35.619,14.914,101.88,42.35,113.06,18.98,1165.433,284.53,150.14,60954.23,10.97,499.01,160.73,105.366,10.0631,8.62,18.09,83.68,92.09,#N/A N/A,159.1129
03/05/2016,21.18,9.74,927.35,7.45,1507.58,68.16,195.96,24.46,7.2825,931.11,#N/A N/A,902.03,153.51,220.09,186.07001,177.7,20.21,9.17,112.82,35.025,14.743,101.64,41.79,111.61,18.74,1145.034,279.24,148.02,60071.43,10.83,490.65,158.02,105.674,9.8852,8.36,17.73,82.82,91.13,#N/A N/A,156.3187
04/05/2016,21.03,9.65,924.88,7.37,1490.12,67.39,194.76,24.29,7.19,921.49,#N/A N/A,893.23,152.18,218.14,184.49001,176.46,20.06,9.06,111.67,34.724,14.651,100.41,41.58,110.85,18.65,1134.106,277.45,146.92,59556.82,10.76,485.86,156.19,105.5427,9.8029,8.29,17.63,82.06,90.54,#N/A N/A,154.7969
05/05/2016,21.03,9.65,924.88,7.37,1490.12,67.39,194.76,24.29,7.2108,921.49,#N/A N/A,893.23,152.18,218.14,184.49001,176.46,20.08,9.08,111.67,34.724,14.651,100.41,41.58,110.64,18.6,1137.312,278.55,147.29,59556.82,10.76,486.61,156.19,105.1168,9.8029,8.29,17.66,82.06,90.54,#N/A N/A,155.2406
06/05/2016,21.06,9.61,922.77,7.38,1492.49,67.15,194.23,24.2,7.215,923.41,#N/A N/A,895.53,152.18,219.06,184.52,176.34,19.96,9.05,111.37,34.444,14.592,99.89,41.47,110.8,18.61,1136.975,277.89,147.24,59585.25,10.75,486.33,156.42,105.0201,9.8152,8.28,17.67,81.86,90.84,#N/A N/A,155.1766
09/05/2016,21.08,9.75,934.54,7.43,1499.21,67.54,195.15,24.4,7.2583,929.38,#N/A N/A,899.95,152.59,220.82,186.53999,177.71,20.14,9.17,111.12,34.606,14.717,99.75,42.08,111.61,18.78,1142.303,278.49,147.74,60069.81,10.88,487.23,157.1,104.707,9.8635,8.26,17.67,82.75,91.51,#N/A N/A,155.9414
10/05/2016,21.3,9.81,942.11,7.49,1513.84,68.22,196.97,24.46,7.3317,937.69,#N/A N/A,907.89,153.6,222.19,187.03999,179.2,20.31,9.25,111.6,34.824,14.829,100.64,42.26,112.2,18.9,1152.365,281.26,148.9,60566.13,10.94,490.85,158.63,104.6603,9.9643,8.38,17.8,83.25,92.16,#N/A N/A,157.2856
11/05/2016,21.23,9.68,931.46,7.45,1507.29,68.07,195.47,24.3,7.2767,930,#N/A N/A,901.83,152.5,220.63,185.82001,178.25,20.2,9.13,112.32,34.863,14.801,100.96,41.98,111.27,18.78,1144.887,279.39,148.41,60041.68,10.85,488.19,157.94,105.095,9.8839,8.35,17.76,82.83,91.35,#N/A N/A,156.234
12/05/2016,21.23,9.72,932.19,7.39,1500.83,67.74,194.36,24.43,7.2275,925.38,#N/A N/A,896.33,152.02,219.46,186.31,177.09,20.1,9.08,111.96,34.673,14.737,100.67,42.33,111.36,18.83,1138.042,278.27,147.57,59690.97,10.85,486.72,157.27,105.1975,9.8378,8.3,17.65,82.35,91.17,#N/A N/A,155.2833
13/05/2016,21.36,9.57,922.85,7.43,1508.81,68.07,195.63,24.43,7.285,931.31,#N/A N/A,901.5,152.69,220.83,186.88,177.81,20.13,9.07,111.65,34.767,14.764,101.02,41.57,111.59,18.86,1144.538,279.81,148.23,60090.83,10.83,489.06,158.1,105.1367,9.8814,8.34,17.69,82.91,91.14,#N/A N/A,156.1916
16/05/2016,21.36,9.57,922.85,7.43,1508.81,68.07,195.63,24.43,7.2708,931.31,#N/A N/A,901.5,152.69,220.83,186.88,177.81,20.11,9.16,111.65,34.767,14.764,101.02,41.57,111.22,18.78,1144,279.58,148.26,60090.83,10.83,488.12,158.1,105.0435,9.8814,8.34,17.7,82.91,91.14,#N/A N/A,156.1439
17/05/2016,21.16,9.76,939.66,7.42,1509.95,67.97,195.03,24.37,7.2508,926.84,#N/A N/A,897.62,152.3,219.83,185.23,176.57,20.12,9.09,112.03,34.733,14.726,100.45,41.92,110.89,18.72,1139.574,279.41,147.65,59759.27,10.77,487.67,158.21,104.9791,9.8532,8.35,17.69,82.52,91.04,#N/A N/A,155.5314
18/05/2016,21.23,9.62,929.37,7.47,1522.63,68.6,195.94,24.45,7.295,930.9,#N/A N/A,902.45,153.1,221.02,186.14999,177.6,20.23,9.09,111.79,34.644,14.707,101.04,41.56,111.04,18.74,1145.672,281.23,148.3,60071.46,10.77,490.81,159.53,104.7808,9.8923,8.43,17.81,82.78,91.24,#N/A N/A,156.3636
19/05/2016,21.09,9.6,924.79,7.39,1506.76,68.15,194.51,24.4,7.2075,925.03,#N/A N/A,893.2,152.08,219.19,184.78999,176.33,20,9.08,112.04,34.553,14.635,101.16,41.53,110.48,18.7,1134.063,279.8,147.11,59673.14,10.72,486.68,157.87,104.5295,9.7909,8.39,17.68,81.81,90.6,#N/A N/A,154.7862
20/05/2016,21.38,9.71,936.5,7.5,1525.44,68.91,196.86,24.64,7.3142,937.44,#N/A N/A,905.55,154.25,222.18,187.11,178.55,20.28,9.17,111.35,34.952,14.817,101.05,41.96,111.6,18.9,1149.931,283.06,149.05,60608.18,10.85,491.52,159.82,104.5616,9.9403,8.5,17.93,82.91,91.59,#N/A N/A,156.9651
23/05/2016,21.34,9.74,943.49,7.46,1519.49,68.76,196.12,24.64,7.2625,933.89,#N/A N/A,900.22,154.05,221.79,187.09,178.17,20.19,9.14,112.14,34.844,14.781,101.56,42.01,111.32,18.89,1143.871,282.11,148.63,60341.88,10.82,489.52,159.2,104.8107,9.8677,8.49,17.89,82.6,91.34,#N/A N/A,156.0602
24/05/2016,21.81,9.74,940.73,7.62,1553.48,70.31,199.95,25.03,7.45,956.25,#N/A N/A,920.42,157.08,225.78,190.48,181.76,20.61,9.35,111.48,35.615,15.083,101.65,42.49,113.22,19.22,1169.293,288.07,151.3,61707.34,11,500.6,162.75,104.8118,10.0899,8.69,18.23,84.28,92.45,#N/A N/A,159.5758
25/05/2016,22.06,10.01,956.91,7.73,1574.61,71.23,202.59,25.48,7.5808,968.4,#N/A N/A,933.65,159.19,228.33,193.97,183.59,20.77,9.5,112.9,36.18,15.223,102.61,43.09,115.67,19.58,1185.504,292.53,153.01,62268.34,11.21,508.12,164.96,104.7569,10.2486,8.85,18.49,84.84,92.97,#N/A N/A,161.8562
26/05/2016,22.18,10.04,954.42,7.76,1576.89,71.53,203.61,25.43,7.6092,974.52,#N/A N/A,937.92,160.05,228.33,194.13,184.81,20.84,9.56,113.9,36.337,15.323,103.99,43.23,115.24,19.59,1190.969,292.83,153.54,62577.81,11.22,510.8,165.21,104.2393,10.2967,8.87,18.54,85.13,93.51,#N/A N/A,162.6053
27/05/2016,22.23,10.08,957.54,7.76,1580.31,71.87,203.59,25.57,7.6308,975.89,#N/A N/A,939.32,160.34,229.97,195.03,185.43,20.86,9.6,114.19,36.42,15.329,104.22,43.33,115.87,19.67,1192.653,292.51,153.67,62790.71,11.25,511.38,165.56,104.6794,10.3123,8.89,18.53,85.46,93.56,#N/A N/A,162.8433
30/05/2016,22.23,10.13,960.49,7.79,1580.31,71.98,204.5,25.66,7.66,978.88,#N/A N/A,942.38,160.76,229.97,195.42999,185.73,20.92,9.6,114.34,36.569,15.378,104.4,43.47,116.12,19.73,1196.491,293.4,154.12,62957.63,11.29,513.35,165.56,104.5068,10.345,8.89,18.59,85.73,93.75,#N/A N/A,163.3822
31/05/2016,22.2,10.13,963.06,7.74,1570.38,71.49,203.5,25.63,7.59,972.73,#N/A N/A,936.59,159.88,229.36,195.24001,185.05,20.81,9.52,114.53,36.222,15.313,104.53,43.44,116.12,19.72,1189.033,291.6,153.68,62659.8,11.28,510.1,164.52,104.758,10.2816,8.81,18.51,85.35,93.43,#N/A N/A,162.3694
01/06/2016,22.07,10.02,960.19,7.7,1555.47,70.96,202.36,25.34,7.5267,966.91,#N/A N/A,930.37,158.77,228.74,192.94,184.32,20.66,9.5,114.03,36.073,15.227,104.26,43.2,114.97,19.51,1181.218,289.73,153.04,62318.92,11.13,505.16,162.95,105.1879,10.2144,8.73,18.38,85.21,93.09,#N/A N/A,161.2942
02/06/2016,22.15,10.07,959.51,7.72,1557.52,71.18,202.88,25.38,7.5267,966.35,#N/A N/A,931.32,158.81,229.39,193.34,184.69,20.69,9.47,113.59,36.224,15.242,103.55,43.37,115.38,19.56,1182.434,291.25,153.53,62339.67,11.15,505.56,163.17,105.2737,10.2249,8.77,18.41,85.3,93,#N/A N/A,161.4629
