Dates,ACMESIE LX Equity,RCMSTYL LX Equity,ALEPTEU LX Equity,AEEI2EC LX Equity,CAIXEIA LX Equity,AXWEOFC LX Equity,AXWECEI LX Equity,MEREMAI LX Equity,ETDD FP Equity,CSEMICE LX Equity,CSESDBEL LX Equity,CSIEEDE LX Equity,PAMEULF BB Equity,DIICEIC LX Equity,DWSTEFC LX Equity,STHOPMI FP Equity,FIDFEBI LX Equity,FJ2C GR Equity,GEQ50AD LX Equity,HSBEURQ LX Equity,HSBCLGI LX Equity,BGEURAX LX Equity,HENEUDI LX Equity,JPEDCAC LX Equity,FLEEUEC LX Equity,SGEURIE LX Equity,METVSRI FP Equity,MEZEI1E ID Equity,NATISRI LX Equity,MOREFAI LX Equity,INGEHDI LX Equity,PIPTFEI LX Equity,SIEEACE LX Equity,SSEIIEU LX Equity,SSGFESI LX Equity,TEMGRIA LX Equity,UBSEITL LX Equity,UECIEQD LX Equity,UGEURSA LX Equity,VANESII ID Equity
23/07/2012,12.03,6.97,#N/A N/A,4.5,1043.62,46.99,132.58,14.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.31,133.79,119.03,119.61,13.63,6.835,77.03,21.14,9.671,80.74,22.55,#N/A N/A,10.77,700.6467,188.21,86.98,37638.44,6.78,312.47,110.14,76.39,6.2282,#N/A N/A,10.17,52.55,#N/A N/A,#N/A N/A,98.9984
24/07/2012,11.89,6.9,#N/A N/A,4.45,1038.56,46.87,131.88,14.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.65,132.47,119.72,118.92,13.58,6.71,75.03,20.925,9.594,79.27,22.32,#N/A N/A,10.78,693.5779,187.5,86.27,37359.86,6.78,308.56,109.61,76.39,6.166,#N/A N/A,10.05,52.68,#N/A N/A,#N/A N/A,98.0068
25/07/2012,11.92,6.86,#N/A N/A,4.46,1037.93,46.79,132.51,14.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.97,133.08,119.81,119.4,13.62,6.81,74.08,20.847,9.582,78.66,22.32,#N/A N/A,10.78,696.1047,188.32,86.57,37478.1,6.78,309.42,109.57,76.39,6.1875,#N/A N/A,10.09,53.01,#N/A N/A,#N/A N/A,98.3519
26/07/2012,12.36,6.83,#N/A N/A,4.63,1062.81,48.03,137.11,15.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.34,137.45,122.65,123.58,14.06,6.995,74.33,21.803,9.927,78.44,22.67,#N/A N/A,11.04,722.2765,194.31,89.27,38777.55,6.93,319.89,112.2,76.39,6.4193,#N/A N/A,10.46,54.62,#N/A N/A,#N/A N/A,102.0327
27/07/2012,12.6,7.08,#N/A N/A,4.73,1076.22,48.54,139.37,15.52,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.01,140.36,124.32,125.39,14.25,7.225,77.48,22.244,10.124,79.24,23.17,#N/A N/A,11.31,736.3626,197.68,90.86,39455.75,7.08,324.41,113.61,76.39,6.547,#N/A N/A,10.67,55.1,#N/A N/A,#N/A N/A,104.0655
30/07/2012,12.8,7.33,#N/A N/A,4.8,1093.51,49.28,140.95,15.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.03,142.75,125.53,127.19,14.42,7.33,79.2,22.653,10.307,80.27,23.5,#N/A N/A,11.45,747.5046,200.45,91.96,39975.6,7.2,329.66,115.42,77.25,6.6437,#N/A N/A,10.82,55.55,#N/A N/A,#N/A N/A,105.6022
31/07/2012,12.75,7.42,#N/A N/A,4.76,1082.99,48.77,139.58,15.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.21,141.39,124.91,126.04,14.32,7.29,80.55,22.596,10.268,81.35,23.64,#N/A N/A,11.44,742.4206,198.88,91.48,39683.88,7.2,328.25,114.31,77.25,6.5994,#N/A N/A,10.74,55.35,#N/A N/A,#N/A N/A,104.8945
01/08/2012,12.76,7.39,#N/A N/A,4.78,1088.4,49.13,140.06,15.67,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.5,141.57,124.9,126.28,14.22,7.205,80.05,22.589,10.268,81.01,23.53,#N/A N/A,11.44,744.2217,199.1,91.5,39762.93,7.21,328.81,114.31,77.25,6.6176,#N/A N/A,10.77,55.5,#N/A N/A,#N/A N/A,105.1808
02/08/2012,12.38,7.39,#N/A N/A,4.66,1075.11,48.43,137.03,15.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.29,139.06,123.48,124.06,13.94,6.885,80.31,22.13,10.091,80.72,23.72,#N/A N/A,11.28,724.4676,195.22,89.56,38772.33,7.11,319.53,113.49,77.25,6.4424,#N/A N/A,10.51,54.78,#N/A N/A,#N/A N/A,102.3899
03/08/2012,12.89,7.29,#N/A N/A,4.85,1101.22,49.7,142.4,15.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.93,143.98,126.39,128.16,14.42,7.11,77.91,22.797,10.397,80.79,23.57,#N/A N/A,11.54,754.2064,203.05,92.69,40296.08,7.29,330.88,116.23,77.25,6.7063,#N/A N/A,10.92,56.17,#N/A N/A,#N/A N/A,106.5947
06/08/2012,13.04,7.54,#N/A N/A,4.91,1105.84,49.9,144.36,16.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.89,145.19,127.94,129.22,14.57,7.265,81.65,23.214,10.564,80.75,24.06,#N/A N/A,11.74,762.7935,205.08,93.9,40753.47,7.42,335.71,116.72,77.25,6.7824,#N/A N/A,11.03,56.43,#N/A N/A,#N/A N/A,106.5947
07/08/2012,13.23,7.65,#N/A N/A,4.98,1114.07,50.26,145.26,16.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.64,146.56,128.14,130,14.68,7.36,82.57,23.424,10.674,81.7,24.17,#N/A N/A,11.82,772.0128,206.47,94.82,41172.26,7.48,341.04,117.58,77.25,6.8635,#N/A N/A,11.17,56.47,#N/A N/A,#N/A N/A,109.0965
08/08/2012,13.21,7.69,#N/A N/A,4.97,1117.72,50.49,144.64,16.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.12,146.22,127.61,129.36,14.62,7.38,83.98,23.324,10.626,82.05,24.11,#N/A N/A,11.76,769.6134,206.25,94.55,41022.11,7.44,339.54,117.97,77.25,6.8423,#N/A N/A,11.16,56.26,#N/A N/A,#N/A N/A,108.7542
09/08/2012,13.25,7.69,#N/A N/A,4.98,1122.33,50.67,144.79,16.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.39,146.44,128.02,129.91,14.67,7.39,83.72,23.476,10.675,82.24,24.17,#N/A N/A,11.8,771.6668,207.11,94.76,41135.42,7.48,340.36,118.45,77.25,6.8616,#N/A N/A,11.21,56.59,#N/A N/A,#N/A N/A,109.0602
10/08/2012,13.2,7.67,#N/A N/A,4.97,1120.65,50.67,144.3,16.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.02,145.57,127.37,129.38,14.66,7.36,83.88,23.392,10.626,82.53,24.2,#N/A N/A,11.76,767.9853,206.14,94.5,40930.51,7.46,339.28,118.27,77.25,6.8301,#N/A N/A,11.17,56.28,#N/A N/A,#N/A N/A,108.557
13/08/2012,13.15,7.66,#N/A N/A,4.96,1115.9,50.45,143.86,16.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.81,144.89,127.71,128.86,14.6,7.32,83.41,23.324,10.6,82.51,24.3,#N/A N/A,11.79,765.5143,204.98,94.15,40781.79,7.48,337.85,117.77,77.25,6.8069,#N/A N/A,11.15,56.14,#N/A N/A,#N/A N/A,108.1884
14/08/2012,13.25,7.69,#N/A N/A,4.99,1123.33,50.76,144.84,16.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.59,145.97,127.83,129.81,14.72,7.375,83.15,23.456,10.64,82.45,24.29,#N/A N/A,11.79,770.3992,205.54,94.79,41057.4,7.48,340.01,117.77,77.25,6.8503,#N/A N/A,11.23,56.58,#N/A N/A,#N/A N/A,108.8797
15/08/2012,13.25,7.69,#N/A N/A,4.99,1123.33,50.76,144.84,16.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.59,145.97,127.83,129.81,14.73,7.365,83.15,23.456,10.64,82.45,24.29,#N/A N/A,11.84,770.3992,204.99,94.67,41057.4,7.48,338.71,118.55,77.25,6.8503,#N/A N/A,11.22,56.58,#N/A N/A,#N/A N/A,108.778
16/08/2012,13.38,7.66,#N/A N/A,5.04,1126.77,50.74,145.6,16.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.52,146.89,128.12,130.3,14.81,7.425,83.65,23.706,10.71,82.62,24.37,#N/A N/A,11.84,778.0158,206.82,95.66,41446.94,7.49,343.99,118.9,77.25,6.9188,#N/A N/A,11.34,56.57,#N/A N/A,#N/A N/A,109.9721
17/08/2012,13.48,7.8,#N/A N/A,5.07,1133.15,50.94,146.51,16.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.88,147.98,129.03999,130.95,14.89,7.485,84.54,23.931,10.794,82.77,24.52,#N/A N/A,12,783.7172,208.05,96.33,41674.66,7.58,347.09,119.57,77.25,6.9682,#N/A N/A,11.41,56.85,#N/A N/A,#N/A N/A,110.7673
20/08/2012,13.36,7.85,#N/A N/A,5.05,1128.86,50.63,145.87,16.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.52,147.6,128.59,130.39,14.83,7.46,85.05,23.745,10.812,83.09,24.53,#N/A N/A,11.94,780.447,207.13,95.81,41498.1,7.53,345.65,118.99,77.25,6.9407,#N/A N/A,11.32,56.58,#N/A N/A,#N/A N/A,110.3266
21/08/2012,13.52,7.86,#N/A N/A,5.09,1133.02,50.92,147.57,16.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,110.31,148.71,129.67,131.58,14.95,7.515,84.88,24.004,10.891,83.27,24.56,#N/A N/A,12.03,788.0234,209.93,96.54,41932.29,7.59,348.48,119.42,77.25,7.0049,#N/A N/A,11.42,56.84,#N/A N/A,#N/A N/A,111.3473
22/08/2012,13.38,7.84,#N/A N/A,5.02,1119.27,50.24,145.85,16.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.14,146.56,128.32001,130.04,14.75,7.445,85.7,23.675,10.738,83.15,24.4,#N/A N/A,11.94,777.7445,207.39,95.58,41412.64,7.53,345.12,117.98,77.25,6.9129,#N/A N/A,11.28,56.15,#N/A N/A,#N/A N/A,109.8833
23/08/2012,13.27,7.77,#N/A N/A,4.99,1112.78,49.94,144.73,16.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.32,145.2,127,129.19,14.64,7.355,84.42,23.466,10.641,82.67,24.33,#N/A N/A,11.76,771.0885,205.73,94.81,41079.88,7.43,342.06,117.29,77.25,6.8533,#N/A N/A,11.18,55.74,#N/A N/A,#N/A N/A,108.9351
24/08/2012,13.2,7.68,#N/A N/A,4.99,1114.28,49.87,144.51,16.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.36,145.12,126.25,128.93,14.63,7.375,83.61,23.254,10.59,82.19,24.09,#N/A N/A,11.68,771.5503,204.82,94.55,41129.55,7.38,340.97,117.44,77.25,6.8592,#N/A N/A,11.19,55.97,#N/A N/A,#N/A N/A,109.0267
27/08/2012,13.31,7.69,#N/A N/A,5.03,1114.28,50.03,145.62,16.36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.11,145.12,127.42,129.83,14.75,7.43,83.79,23.544,10.724,81.9,24.2,#N/A N/A,11.84,778.7896,206.36,95.32,41492.15,7.47,344.4,117.44,77.25,6.9241,#N/A N/A,11.29,56.15,#N/A N/A,#N/A N/A,110.0602
28/08/2012,13.22,7.74,#N/A N/A,4.99,1111.65,49.77,144.88,16.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.45,144.98,126.84,128.83,14.63,7.395,84.72,23.428,10.661,82.09,24.18,#N/A N/A,11.77,773.0245,205.11,94.66,41184.47,7.44,341.63,117.16,77.25,6.8741,#N/A N/A,11.22,55.98,#N/A N/A,#N/A N/A,109.2669
29/08/2012,13.18,7.67,#N/A N/A,4.99,1109.96,49.71,144.82,16.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.43,144.83,127.11,128.9,14.66,7.39,84.05,23.33,10.635,81.93,24.12,#N/A N/A,11.79,771.9231,204.86,94.7,41102.86,7.46,340.51,117,77.25,6.8635,#N/A N/A,11.22,56.07,#N/A N/A,#N/A N/A,109.0986
30/08/2012,13,7.66,#N/A N/A,4.93,1101.56,49.41,143.03,16.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.37,143.28,126.45,127.65,14.5,7.305,83.77,23.117,10.589,81.74,24.09,#N/A N/A,11.71,762.6922,201.87,93.64,40642.1,7.39,337.8,116.11,77.69,6.7804,#N/A N/A,11.13,55.49,#N/A N/A,#N/A N/A,107.7802
31/08/2012,13.15,7.65,#N/A N/A,4.98,1106.16,49.65,144.52,16.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.3,144.53,126.99,128.65,14.67,7.35,82.73,23.43,10.686,81.7,24.25,#N/A N/A,11.79,772.5257,203.45,94.6,41060.69,7.43,340.97,116.58,77.69,6.8655,#N/A N/A,11.27,55.8,#N/A N/A,#N/A N/A,109.133
03/09/2012,13.15,7.73,#N/A N/A,5.02,1115.72,50.11,145.75,16.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.39,146.07,128.07001,129.87,14.81,7.46,83.97,23.474,10.732,81.53,24.35,#N/A N/A,11.84,778.903,205.05,95.28,41440.11,7.46,342.62,117.57,77.69,6.9245,#N/A N/A,11.35,56.33,#N/A N/A,#N/A N/A,109.133
04/09/2012,13.08,7.77,#N/A N/A,4.98,1102.94,49.49,143.94,16.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.42,144.62,127.52,128.49,14.63,7.38,84.75,23.405,10.682,81.73,24.36,#N/A N/A,11.83,771.3856,202.83,94.36,40982.02,7.46,340.37,116.2,77.69,6.8576,#N/A N/A,11.26,55.8,#N/A N/A,#N/A N/A,109.0068
05/09/2012,13.09,7.66,#N/A N/A,4.99,1103.43,49.48,144.62,16.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,108.71,144.43,127.7,128.68,14.68,7.38,83.83,23.408,10.692,81.6,24.32,#N/A N/A,11.79,772.4271,203.33,94.42,41107.91,7.45,339.35,116.26,77.69,6.8675,#N/A N/A,11.29,56.03,#N/A N/A,#N/A N/A,109.163
06/09/2012,13.53,7.8,#N/A N/A,5.15,1129.21,50.62,148.93,16.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,111.57,148.21,130.2,132.22,15.06,7.61,84,24.074,11.022,81.52,24.49,#N/A N/A,12.04,796.1096,209.52,97.11,42319.29,7.62,348.52,118.96,77.69,7.0797,#N/A N/A,11.66,57.2,#N/A N/A,#N/A N/A,112.5426
07/09/2012,13.72,8.09,#N/A N/A,5.19,1131.58,50.89,149.62,16.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.15,148.64,130.95,132.68,15.12,7.665,86.86,24.453,11.091,81.97,24.9,#N/A N/A,12.22,801.3548,212.34,98.1,42514.89,7.71,353.32,119.22,77.69,7.1244,#N/A N/A,11.76,57,#N/A N/A,#N/A N/A,113.2374
10/09/2012,13.73,8,#N/A N/A,5.18,1128.91,50.82,149.16,16.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,111.92,148.08,129.98,132.1,15.07,7.665,87.37,24.39,11.043,82.99,24.75,#N/A N/A,12.17,798.9624,212.4,97.95,42405.48,7.68,353.63,118.94,77.69,7.1022,#N/A N/A,11.76,56.68,#N/A N/A,#N/A N/A,112.8814
11/09/2012,13.88,7.95,#N/A N/A,5.2,1132.66,50.92,149.66,17.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.6,148.8,129.94,132.84,15.11,7.69,87.02,24.561,11.109,82.65,24.68,#N/A N/A,12.21,805.7386,213.73,98.71,42706.39,7.68,356.61,119.33,77.69,7.1625,#N/A N/A,11.84,57.04,#N/A N/A,#N/A N/A,113.8463
12/09/2012,13.97,8.14,#N/A N/A,5.22,1133.83,50.9,150.59,17.19,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.16,148.98,131.12,133.14,15.15,7.775,88.03,24.751,11.153,82.55,24.95,#N/A N/A,12.35,809.5369,215.22,99.56,42911.49,7.77,359.34,119.45,77.69,7.1946,#N/A N/A,11.92,57.19,#N/A N/A,#N/A N/A,114.3577
13/09/2012,13.86,8.05,#N/A N/A,5.19,1132.06,50.72,149.58,17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.59,147.68,129.69,132.54,15.07,7.72,88.27,24.575,11.093,82.74,24.86,#N/A N/A,12.23,803.4694,213.85,98.94,42620.32,7.7,356.91,119.26,77.69,7.1416,#N/A N/A,11.95,57.12,#N/A N/A,#N/A N/A,113.5138
14/09/2012,14.19,8.16,#N/A N/A,5.28,1146.15,51.48,153.07,17.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.43,150.13,132.08,134.99,15.35,7.84,87.53,25.08,11.306,82.72,25.2,#N/A N/A,12.51,819.005,218.67,100.99,43421.43,7.87,363.34,120.75,77.69,7.2774,#N/A N/A,12.02,57.53,#N/A N/A,#N/A N/A,115.6754
17/09/2012,14.11,8.16,#N/A N/A,5.27,1142.41,51.32,152.42,17.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114,149.06,131.85001,134.48,15.29,7.82,89.29,24.968,11.312,83.1,25.09,#N/A N/A,12.44,815.2282,217.26,100.45,43233.61,7.85,361.61,120.35,77.69,7.2456,#N/A N/A,11.99,57.52,#N/A N/A,#N/A N/A,115.1663
18/09/2012,13.9,8.06,#N/A N/A,5.21,1137.65,51.09,151.02,17.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.15,147.78,131.23,133.44,15.17,7.775,88.91,24.736,11.186,83.25,24.91,#N/A N/A,12.35,806.7125,213.66,99.31,42807.52,7.79,357.41,119.85,77.69,7.1708,#N/A N/A,11.85,57.47,#N/A N/A,#N/A N/A,113.9744
19/09/2012,13.99,8.05,#N/A N/A,5.23,1142.4,51.26,151.52,17.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.69,148.34,131.42,133.94,15.22,7.78,87.9,24.742,11.206,83.04,25.01,#N/A N/A,12.34,810.5899,214.89,99.65,43008.9,7.78,357.82,120.35,77.69,7.2059,#N/A N/A,11.9,57.67,#N/A N/A,#N/A N/A,114.5352
20/09/2012,13.87,8.04,#N/A N/A,5.21,1140.44,51.18,151.05,17.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.58,148.11,130.92,133.86,15.22,7.76,88.38,24.737,11.171,83.08,25.01,#N/A N/A,12.26,807.0939,213.57,99.17,42890.02,7.73,355.76,120.15,77.69,7.1761,#N/A N/A,11.84,57.79,#N/A N/A,#N/A N/A,114.0599
21/09/2012,14.01,8.12,#N/A N/A,5.27,1145.67,51.51,152.88,17.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.45,148.75,132.86,134.79,15.36,7.805,87.88,24.882,11.273,83.26,25.17,#N/A N/A,12.44,814.1332,215.58,100.07,43279.48,7.84,357.88,120.7,77.69,7.2396,#N/A N/A,11.92,58.41,#N/A N/A,#N/A N/A,115.0699
24/09/2012,13.88,8.07,#N/A N/A,5.23,1142,51.3,151.45,17.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.93,147.47,131.74001,133.71,15.26,7.75,88.7,24.699,11.216,83.58,25.12,#N/A N/A,12.34,808.0346,213.6,99.31,42912.02,7.78,355.22,120.3,77.69,7.1883,#N/A N/A,11.84,58.05,#N/A N/A,#N/A N/A,114.233
25/09/2012,13.95,8.06,#N/A N/A,5.25,1146.5,51.53,152.25,17.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.42,148.23,132.42999,134.62,15.35,7.78,88.17,24.854,11.278,83.39,25.13,#N/A N/A,12.38,811.813,214.57,99.64,43154.1,7.79,356.3,120.79,77.69,7.2227,#N/A N/A,11.78,58.43,#N/A N/A,#N/A N/A,114.7585
26/09/2012,13.56,7.99,#N/A N/A,5.13,1125.82,50.58,148.74,16.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.09,145.1,130.39,131.83,15.03,7.63,88.57,24.134,11.039,83.49,24.91,#N/A N/A,12.15,791.7292,209.16,97.21,42128.05,7.67,347.19,118.62,77.69,7.0446,#N/A N/A,11.6,57.54,#N/A N/A,#N/A N/A,111.9234
27/09/2012,13.62,7.91,#N/A N/A,5.15,1129.36,50.82,149.18,16.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.42,145.72,130.41,132.31,15.1,7.62,86.19,24.253,11.029,83.04,24.93,#N/A N/A,12.15,794.334,210.05,97.67,42254.66,7.65,347.86,119.01,78.59,7.0668,#N/A N/A,11.68,57.79,#N/A N/A,#N/A N/A,112.2714
28/09/2012,13.38,7.95,#N/A N/A,5.09,1115.75,50.28,147.4,16.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,111.1,143.42,129.81,130.76,14.91,7.495,86.44,23.976,10.926,82.7,24.81,#N/A N/A,12.06,781.7921,207.23,96.47,41626.82,7.59,341.37,117.57,78.59,6.9533,#N/A N/A,11.5,57.3,#N/A N/A,#N/A N/A,110.4681
01/10/2012,13.63,7.87,#N/A N/A,5.18,1131.88,51.12,150.28,17.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.9,145.93,131.31,133,15.15,7.555,84.67,24.246,11.03,82.4,24.92,#N/A N/A,12.12,795.5594,211.14,98.13,42387.23,7.64,346.09,119.27,78.59,7.0754,#N/A N/A,11.7,58.13,#N/A N/A,#N/A N/A,112.4076
02/10/2012,13.6,7.94,#N/A N/A,5.16,1128.84,50.91,149.72,17.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.74,145.73,131.52,132.28,15.13,7.58,86.22,24.213,11.027,82.56,25.08,#N/A N/A,12.22,794.4407,209.95,97.91,42234.07,7.69,346.47,118.94,78.59,7.0658,#N/A N/A,11.67,58.06,#N/A N/A,#N/A N/A,112.2543
03/10/2012,13.61,7.88,#N/A N/A,5.16,1128.84,50.83,149.47,17.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.79,145.73,130.71001,132.1,15.12,7.565,86.04,24.141,10.995,82.95,24.9,#N/A N/A,12.17,794.1446,210.04,97.88,42203.59,7.65,345.92,118.84,78.59,7.0635,#N/A N/A,11.66,58.1,#N/A N/A,#N/A N/A,112.2162
04/10/2012,13.66,7.86,#N/A N/A,5.17,1127.26,50.76,149.44,17.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.75,145.07,131.03999,132.34,15.15,7.565,86,24.24,11.028,82.74,24.97,#N/A N/A,12.19,793.2665,210.12,97.91,42150.05,7.68,343.86,118.76,78.59,7.0539,#N/A N/A,11.66,58.11,#N/A N/A,#N/A N/A,112.0657
05/10/2012,13.84,7.91,#N/A N/A,5.26,1138.68,51.28,151.79,17.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.05,147.19,133.07001,134.02,15.37,7.62,85.75,24.545,11.182,82.83,25.05,#N/A N/A,12.34,805.7804,214,99.29,42798.79,7.8,348.31,119.96,78.59,7.1651,#N/A N/A,11.84,58.77,#N/A N/A,#N/A N/A,113.8343
08/10/2012,13.64,7.91,#N/A N/A,5.2,1127.7,50.65,149.77,17.19,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.95,145.44,131.95,132.39,15.2,7.61,87.31,24.31,11.071,83.18,24.95,#N/A N/A,12.24,795.3808,210.72,98.07,42230,7.7,343.33,118.8,78.59,7.0728,#N/A N/A,11.7,58.25,#N/A N/A,#N/A N/A,112.3606
09/10/2012,13.59,7.87,#N/A N/A,5.16,1122.68,50.56,148.7,17.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.27,144.8,131.61,131.55,15.1,7.525,86.1,24.115,10.952,83.04,24.87,#N/A N/A,12.19,789.1092,209.33,97.54,41894.14,7.68,341.5,118.28,78.59,7.0162,#N/A N/A,11.64,58.02,#N/A N/A,#N/A N/A,111.4569
10/10/2012,13.55,7.81,#N/A N/A,5.13,1117,50.31,147.73,16.97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,111.63,144.65,130.58,130.79,15.01,7.445,85.27,23.982,10.871,82.59,24.7,#N/A N/A,12.1,784.7884,207.83,97.08,41628.24,7.63,339.84,117.67,78.59,6.9784,#N/A N/A,11.56,57.68,#N/A N/A,#N/A N/A,110.8602
11/10/2012,13.7,7.79,#N/A N/A,5.18,1125.28,50.83,149.21,17.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.69,145.86,131.85001,131.87,15.14,7.505,84.75,24.232,10.973,82.17,24.78,#N/A N/A,12.19,793.1656,210.1,97.99,42070.92,7.68,343.15,118.58,78.59,7.0519,#N/A N/A,11.68,58.11,#N/A N/A,#N/A N/A,112.0317
12/10/2012,13.6,7.87,#N/A N/A,5.15,1119.37,50.53,147.9,17.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.07,144.75,131.75,131.08,15.02,7.495,85.79,24.13,10.917,82.26,24.82,#N/A N/A,12.2,787.6792,208.19,97.44,41767.95,7.66,341.51,117.96,78.59,7.0019,#N/A N/A,11.62,57.78,#N/A N/A,#N/A N/A,111.2329
15/10/2012,13.69,7.89,#N/A N/A,5.17,1125.01,50.81,148.91,17.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,112.96,145.33,131.85001,131.98,15.11,7.53,85.17,24.165,10.893,82.28,24.95,#N/A N/A,12.18,792.5135,209.18,97.84,42039.38,7.66,341.68,118.56,78.59,7.0453,#N/A N/A,11.71,58.25,#N/A N/A,#N/A N/A,111.9298
16/10/2012,13.91,7.93,#N/A N/A,5.25,1139.84,51.53,151.47,17.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.7,147.41,133.8,133.74,15.37,7.66,85.71,24.581,11.156,82.31,25.04,#N/A N/A,12.39,808.1284,211.88,99.2,42805.97,7.79,347.36,120.11,78.59,7.184,#N/A N/A,11.91,58.96,#N/A N/A,#N/A N/A,114.1355
17/10/2012,14.04,8.08,#N/A N/A,5.29,1145.54,51.69,151.89,17.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.98,147.81,133.92999,133.96,15.45,7.775,87.86,24.896,11.24,82.82,25.26,#N/A N/A,12.47,814.7731,213.44,99.74,42972.61,7.86,352.82,120.72,78.59,7.2429,#N/A N/A,12.01,58.73,#N/A N/A,#N/A N/A,115.0692
18/10/2012,14.09,8.12,#N/A N/A,5.31,1147.33,51.82,152.33,17.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.98,147.71,133.83,134.12,15.46,7.82,88.68,25.04,11.277,83.28,25.25,#N/A N/A,12.48,815.6328,214.3,99.95,43070.05,7.86,355.23,120.92,78.59,7.2502,#N/A N/A,12.03,58.67,#N/A N/A,#N/A N/A,115.1818
19/10/2012,13.96,8.09,#N/A N/A,5.25,1138.51,51.45,151.17,17.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.02,146.98,133.17,133.42,15.34,7.75,88.84,24.808,11.164,83.44,25.22,#N/A N/A,12.44,807.0797,212.09,99.11,42712.98,7.83,352.3,119.98,78.59,7.1744,#N/A N/A,11.91,58.34,#N/A N/A,#N/A N/A,113.9779
