Dates,SX7315T Index,SX5U Index,SX5T Index,SX7T Index,SD3T Index,MSDEEMUN Index,SXXT Index,SX7315T Index,SX5TL Index,SXO7T Index,SXQD50R Index,SCXT Index,MCXT Index,SX5NFT Index,DJSZXAET Index,SXLV1T Index,SLVT Index,SXEDV5R Index,SX5TESG Index,SX5DU Index,SLGT Index,SCXU Index,SX5E Index,SX5EDHB Index,SX5EL Index,SX5EDFT Index,SX5HUN Index,SX5EDCHD Index,SXKP Index
01/01/2010,87.74,5033.61,4697.61,377.68,2587.72,113.94,425.8,87.74,4539.27,#N/A N/A,112.85,249.41,376.75,#N/A N/A,109.94,91.32,1544.56,183.85,#N/A N/A,134.81,1297.74,265.33,2964.96,139.66,1810.08,991.51,94.9,119.74,261.17
04/01/2010,89.55,5155.8,4781.32,385.51,2648.84,115.954,433.53,89.55,4700.88,#N/A N/A,114.53,255.24,384.07,#N/A N/A,111.91,92.52,1571.76,186.22,#N/A N/A,137.23,1314.54,273.26,3017.8,142.17,1872.88,997.53,96.6,121.87,263.63
05/01/2010,90.39,5138.68,4772.71,389.11,2669.41,116.1,434.19,90.39,4683.91,#N/A N/A,114.43,257.77,388.41,#N/A N/A,111.96,92.45,1571.4,186.38,#N/A N/A,136.99,1310.61,275.55,3012.36,141.91,1866.11,1015.63,96.42,121.64,263.15
06/01/2010,90.84,5123.75,4768.44,391.06,2676.91,116.22,434.7,90.84,4675.49,#N/A N/A,114.15,259.09,390.23,#N/A N/A,112.15,92.41,1572.27,185.88,#N/A N/A,136.86,1314.41,276.39,3009.66,141.78,1862.75,1017.75,96.33,121.54,261.85
07/01/2010,91.46,5098.08,4764.75,393.72,2675.5,116.163,434.61,91.46,4668.21,#N/A N/A,113.52,260.74,391.44,#N/A N/A,112.33,92.16,1570.94,185.21,#N/A N/A,136.76,1311.79,276.98,3007.34,141.67,1859.86,1023.73,96.25,121.45,257.75
08/01/2010,92.61,5115.54,4781.4,398.65,2692.1,116.55,436.16,92.61,4700.79,#N/A N/A,113.59,261.74,392.85,#N/A N/A,112.89,92.34,1577.57,185.46,#N/A N/A,137.24,1315.54,278.02,3017.85,142.18,1872.84,1036.57,96.59,121.86,255.99
11/01/2010,92.25,5181.36,4769.34,397.13,2697.64,116.351,435.38,92.25,4676.94,#N/A N/A,113.35,261.05,392.59,#N/A N/A,112.75,92.31,1577.69,184.93,#N/A N/A,136.89,1318.53,281.56,3010.24,141.81,1863.34,1035.02,96.37,121.55,254.26
12/01/2010,90.85,5121.68,4716.52,391.11,2648.1,114.954,430.14,90.85,4573.3,#N/A N/A,112.59,257.52,386.22,#N/A N/A,111.29,91.79,1560.11,183.69,#N/A N/A,135.35,1301.01,277.63,2976.89,140.24,1822.04,1032.74,95.28,120.21,253.88
13/01/2010,90.03,5113.01,4718.92,387.57,2659.76,115.188,431.04,90.03,4577.91,#N/A N/A,113.16,259.23,387.42,#N/A N/A,111.31,92.18,1556.72,184.18,#N/A N/A,135.43,1309.65,278.86,2978.41,140.32,1823.88,1031.52,95.33,120.27,255.15
14/01/2010,90.52,5120.38,4736.82,389.65,2683.71,115.726,433.07,90.52,4612.6,#N/A N/A,113.42,261.11,390.25,#N/A N/A,111.8,92.41,1562.72,184.65,#N/A N/A,135.95,1316.98,280.23,2989.71,140.85,1837.7,1031.53,95.7,120.73,254.87
15/01/2010,88.45,4998.96,4658.45,380.74,2652,114.097,426.95,88.45,4459.93,#N/A N/A,112.42,258.82,386.28,#N/A N/A,109.87,91.75,1538.05,182.49,#N/A N/A,133.7,1295.6,275.75,2940.25,138.54,1776.88,1016.61,94.1,118.74,252.01
18/01/2010,88.22,5034.53,4686.38,379.78,2664.24,114.659,429.05,88.22,4513.29,#N/A N/A,112.71,259.79,386.86,#N/A N/A,110.55,92.08,1544.51,183.26,#N/A N/A,134.51,1305.93,277.08,2957.87,139.35,1798.13,1015.23,94.67,119.44,253.8
19/01/2010,89.07,5044.01,4729.07,383.43,2689.9,115.504,432.18,89.07,4595.48,#N/A N/A,113.68,260.74,388,#N/A N/A,111.44,92.6,1558.61,184.72,#N/A N/A,135.73,1313.88,276.11,2984.82,140.59,1830.88,1017.7,95.53,120.53,257.29
20/01/2010,86.5,4868.11,4617.82,372.37,2632.54,113.158,423.43,86.5,4379.19,#N/A N/A,111.84,256.8,382.56,#N/A N/A,108.99,91.7,1525.45,182.51,#N/A N/A,132.58,1287.15,268.77,2914.6,137.35,1744.7,1007.35,93.31,117.71,254.05
21/01/2010,84.04,4761.84,4536.47,361.79,2590.35,111.395,416.87,84.04,4224.86,#N/A N/A,110.88,254.31,378.17,#N/A N/A,107.36,90.88,1498.5,181.74,#N/A N/A,130.28,1262.63,265.03,2863.25,134.99,1683.21,1002.61,91.71,115.65,252.28
22/01/2010,82.69,4742.69,4494.56,355.96,2567.02,110.427,413.12,82.69,4146.76,#N/A N/A,110.03,250.92,374.07,#N/A N/A,106.21,90.18,1483.87,180.57,#N/A N/A,129.11,1257.52,262.87,2836.8,133.79,1652.1,992.08,90.86,114.58,250.94
25/01/2010,82.18,4702.34,4447.82,353.75,2552.33,109.487,409.76,82.18,4060.4,#N/A N/A,109.27,251.27,373.76,#N/A N/A,105.22,89.71,1467.49,180.01,#N/A N/A,127.79,1246.52,263.74,2807.3,132.42,1617.7,990.7,89.92,113.4,248.5
26/01/2010,82.33,4703.62,4480.2,354.41,2558.72,110.07,411.77,82.33,4119.48,#N/A N/A,109.79,250.73,373.61,#N/A N/A,105.82,90.09,1476.02,180.35,#N/A N/A,128.69,1260.32,261.35,2827.74,133.35,1641.24,1001.08,90.59,114.23,250
27/01/2010,79.65,4633.95,4419.03,342.88,2533.18,108.713,406.73,79.65,4006.95,#N/A N/A,108.99,248.77,369.91,#N/A N/A,104.6,89.54,1450.72,179.44,#N/A N/A,126.97,1252.03,258.99,2787.4,131.57,1594.4,989.66,89.39,112.67,249.03
28/01/2010,78.12,4524.46,4339.65,336.3,2496.98,107.198,401.06,78.12,3862.96,#N/A N/A,107.59,247.77,367.8,#N/A N/A,103.16,88.8,1429.88,178.2,#N/A N/A,124.74,1232.19,256.47,2737.33,129.26,1537.1,999.69,87.86,110.67,245.38
29/01/2010,79.64,4569.87,4402.28,342.82,2531.02,108.596,406.1,79.64,3974.42,#N/A N/A,108.19,248.42,370.9,#N/A N/A,104.67,89.29,1449.61,178.66,#N/A N/A,126.46,1247.21,256.02,2776.83,131.09,1581.45,1006.9,89.11,112.24,247.46
01/02/2010,80.7,4598.09,4430.75,347.37,2549.01,109.32,408.93,80.7,4025.72,#N/A N/A,108.46,251.07,374.06,#N/A N/A,105.54,89.67,1456.67,179.36,#N/A N/A,127.28,1254.9,258.68,2793.29,131.95,1600.16,1012.03,89.69,112.97,248.02
02/02/2010,82.23,4677.3,4488.98,353.99,2579.4,110.625,413.92,82.23,4131.5,#N/A N/A,109.29,254.77,378.66,#N/A N/A,106.95,90.36,1475.39,180.44,#N/A N/A,128.96,1269.87,263.56,2830.01,133.7,1642.22,1017.83,90.88,114.46,248.68
03/02/2010,80.03,4622.7,4448.7,344.5,2557.29,109.693,410.44,80.03,4057.32,#N/A N/A,108.48,253.23,375.3,#N/A N/A,105.99,89.71,1458.7,178.91,#N/A N/A,127.8,1264.02,261.25,2804.61,132.48,1612.73,1018.37,90.05,113.42,246.43
04/02/2010,75.04,4419.74,4294.59,323.05,2463.27,106.151,397.1,75.04,3776.18,#N/A N/A,105.79,245.66,363.51,#N/A N/A,102.3,87.37,1408.85,174.84,#N/A N/A,123.41,1229.41,251.01,2707.45,127.87,1500.98,1001.33,86.95,109.5,245.29
05/02/2010,72.92,4261.85,4174.34,313.89,2409.72,103.451,386.9,72.92,3564.68,#N/A N/A,103.72,239.35,354.85,#N/A N/A,99.65,85.97,1369.19,172.57,#N/A N/A,120.01,1197.65,242.61,2631.64,124.26,1416.91,982.54,84.57,106.43,242.78
08/02/2010,73.29,4324.36,4226.13,315.51,2410.85,104.237,389.77,73.29,3653.04,#N/A N/A,104.59,238.36,353.48,#N/A N/A,100.39,86.29,1386.62,172.87,#N/A N/A,121.48,1205.14,242.15,2664.29,125.82,1452.03,984.32,85.6,107.75,245.12
09/02/2010,74.38,4341.97,4232.69,320.17,2431.46,104.573,390.99,74.38,3664.35,#N/A N/A,104.47,239.51,356.01,#N/A N/A,100.61,86.27,1388.76,172.66,#N/A N/A,121.67,1208.39,243.93,2668.43,126.01,1456.53,976.25,85.72,107.91,244.33
10/02/2010,76.98,4382.55,4283.79,331.39,2466.86,105.661,395.13,76.98,3752.76,#N/A N/A,105.28,241.15,360.21,#N/A N/A,101.89,86.91,1404.21,174.32,#N/A N/A,123.11,1218.72,244.94,2700.17,127.55,1491.15,985.75,86.75,109.21,246.3
11/02/2010,75.26,4320.85,4252.19,323.99,2457.57,105.024,392.79,75.26,3697.36,#N/A N/A,104.98,241.23,359.47,#N/A N/A,101.19,86.83,1393.97,173.4,#N/A N/A,122.21,1214.75,243.37,2680.25,126.62,1469.14,982.6,86.14,108.4,244.25
12/02/2010,74.1,4312.78,4243,318.97,2440.28,104.639,391.26,74.1,3681.35,#N/A N/A,105.08,239.32,357,#N/A N/A,100.77,87.04,1388.91,173.67,#N/A N/A,121.95,1212.34,241.51,2674.46,126.35,1462.78,983.31,85.95,108.17,245.01
15/02/2010,74.46,4323.27,4257.86,320.52,2447.46,104.912,392.17,74.46,3707.04,#N/A N/A,105.18,238.96,357.15,#N/A N/A,101.19,87.05,1393.42,173.65,#N/A N/A,122.37,1214.16,240.88,2683.83,126.8,1472.99,982.81,86.25,108.55,245.04
16/02/2010,75.71,4417.12,4316.47,325.93,2484.83,106.187,397,75.71,3809.06,#N/A N/A,105.95,241.09,360.09,#N/A N/A,102.54,87.43,1414.57,174.78,#N/A N/A,124.05,1225.59,244.94,2720.77,128.56,1513.53,976.49,87.4,110.04,246.14
17/02/2010,77.18,4468.92,4382.28,332.25,2517.53,107.652,402.52,77.18,3925.17,#N/A N/A,107.12,245.46,364.46,#N/A N/A,104.2,88.19,1433.02,175.98,#N/A N/A,125.9,1244.03,248.52,2762.25,130.52,1559.67,988.45,88.71,111.72,248.39
18/02/2010,77,4485.34,4407.74,331.45,2539.01,108.233,404.62,77,3970.74,#N/A N/A,107.8,247.06,365.97,#N/A N/A,104.99,88.66,1441.26,177.29,#N/A N/A,126.61,1245.14,249.61,2778.3,131.28,1577.78,976.86,89.22,112.37,250.54
19/02/2010,77.88,4472.58,4431.96,335.26,2553.15,108.888,407,77.88,4014.34,#N/A N/A,108.33,247.33,368.44,#N/A N/A,105.52,89.19,1450.66,179.07,#N/A N/A,127.27,1254.13,247.8,2793.37,132.01,1594.88,976.86,89.69,112.99,251.59
22/02/2010,77.86,4474,4407.76,335.18,2541.34,108.452,405.47,77.86,3970.39,#N/A N/A,107.78,247.7,369.15,#N/A N/A,105.12,88.95,1444.79,178.53,#N/A N/A,126.6,1246.04,249.62,2778.12,131.28,1577.42,976.19,89.22,112.37,249.86
23/02/2010,75.33,4390.79,4332.32,324.29,2495.42,106.764,399.18,75.33,3834.44,#N/A N/A,106.77,245.07,364.7,#N/A N/A,103.19,88.32,1420.44,177.49,#N/A N/A,124.48,1232.58,246.6,2730.57,129.01,1523.41,969.35,87.73,110.44,246.2
24/02/2010,75.23,4409.66,4339.26,323.86,2488.48,106.886,399.44,75.23,3846.69,#N/A N/A,106.82,243.31,365.13,#N/A N/A,103.29,88.55,1420.27,177.32,#N/A N/A,124.69,1237.2,245.48,2734.95,129.21,1528.28,968.13,87.86,110.62,246.82
25/02/2010,73.83,4301.47,4259.1,317.81,2450.29,104.989,392.42,73.83,3704.53,#N/A N/A,105.41,239.39,360.22,#N/A N/A,101.19,87.61,1392.38,175.21,#N/A N/A,122.43,1213.48,240.04,2684.42,126.76,1471.79,957.41,86.29,108.58,246.33
26/02/2010,75.49,4412.15,4328.99,324.98,2492.78,106.609,398.48,75.49,3826.07,#N/A N/A,106.67,242.39,365.49,#N/A N/A,102.89,88.74,1415.72,177.37,#N/A N/A,124.43,1230.04,245.28,2728.47,128.89,1520.08,963.4,87.65,110.36,246.44
01/03/2010,76.44,4428.31,4399.16,329.06,2521.69,108.352,405,76.44,3950,#N/A N/A,108.16,246.69,370.62,#N/A N/A,104.48,89.97,1435.17,179.35,#N/A N/A,126.42,1257.01,246.54,2772.7,130.98,1569.32,970.98,89.05,112.14,248.68
02/03/2010,77.23,4493.05,4436.65,332.45,2543.65,109.401,408.95,77.23,4017.29,#N/A N/A,108.83,249.54,374.35,#N/A N/A,105.43,90.46,1446.87,180.32,#N/A N/A,127.5,1273.43,250.9,2796.33,132.11,1596.05,975.56,89.82,113.1,250.23
03/03/2010,78.51,4578.74,4478.32,337.96,2571.92,110.412,412.75,78.51,4092.72,#N/A N/A,109.41,252.11,377.43,#N/A N/A,106.48,90.82,1461.54,181.14,#N/A N/A,128.71,1283.27,255.91,2822.59,133.37,1626.01,978.21,90.68,114.16,252.25
04/03/2010,79.22,4540.51,4468.03,341.01,2569.77,110.377,412.72,79.22,4073.88,#N/A N/A,109.55,252.48,379.88,#N/A N/A,106.37,91.29,1460.05,181.78,#N/A N/A,128.42,1279.22,254.73,2816.1,133.07,1618.52,976.11,90.46,113.9,252.49
05/03/2010,81.88,4639.75,4565.35,352.48,2603.81,112.391,420.31,81.88,4251.31,#N/A N/A,111,255.4,384.24,#N/A N/A,108.51,91.99,1491.62,183.76,#N/A N/A,131.21,1299.26,257.7,2877.44,135.98,1689.01,982.09,92.42,116.37,255.44
08/03/2010,82.17,4657.91,4568.28,353.74,2617.72,112.471,420.52,82.17,4256.65,#N/A N/A,111.5,255.41,384.17,#N/A N/A,108.63,92.1,1495.59,184.84,#N/A N/A,131.29,1296.22,258.55,2879.29,136.07,1691.14,985.81,92.5,116.45,256.09
09/03/2010,81.51,4636.15,4570.54,350.86,2623.66,112.462,420.47,81.51,4260.82,#N/A N/A,111.45,255.6,382.99,#N/A N/A,108.67,92.03,1494.86,184.8,#N/A N/A,131.35,1298.91,257.41,2880.71,136.14,1692.79,987.93,92.52,116.5,255.7
10/03/2010,82.93,4711.49,4616.77,357.01,2657.95,113.571,424.73,82.93,4346.94,#N/A N/A,111.96,258.87,386.97,#N/A N/A,109.88,92.46,1509.49,186.14,#N/A N/A,132.69,1311.29,262.28,2909.4,137.54,1726.48,994.27,93.48,117.68,256.42
11/03/2010,82.16,4692.64,4595.1,353.69,2645.73,113.161,423.06,82.16,4306.09,#N/A N/A,111.77,257.75,386.02,#N/A N/A,109.48,92.23,1502.57,185.59,#N/A N/A,132.07,1306.65,261.33,2895.74,136.88,1710.25,991.29,93.05,117.13,256.72
12/03/2010,82.72,4725.22,4599.25,356.09,2661.47,113.379,424.01,82.72,4313.83,#N/A N/A,111.56,259.25,388.09,#N/A N/A,109.7,92.31,1503.56,185.84,#N/A N/A,132.18,1312.21,264.44,2898.36,137.02,1713.33,993.24,93.16,117.24,257.98
15/03/2010,81.68,4644.16,4555.13,351.6,2629.54,112.393,420.31,81.68,4230.94,#N/A N/A,110.96,257.39,385.5,#N/A N/A,108.67,91.92,1491.1,185.27,#N/A N/A,130.92,1302.13,260.54,2870.55,135.69,1680.4,987.46,92.23,116.11,255.68
16/03/2010,82.95,4738.07,4611.26,357.08,2650.69,113.627,424.96,82.95,4335.17,#N/A N/A,111.87,260.24,388.73,#N/A N/A,109.88,92.58,1507.36,186.68,#N/A N/A,132.55,1319.24,265.48,2905.93,137.38,1721.81,989.58,93.41,117.54,256.53
17/03/2010,84.21,4772.86,4651.54,362.52,2677.94,114.54,428.48,84.21,4410.87,#N/A N/A,112.06,262.88,391.98,#N/A N/A,111.17,93.05,1517.51,187.61,#N/A N/A,133.71,1331.44,267.8,2931.31,138.6,1751.87,990.29,94.22,118.55,256.89
18/03/2010,83.04,4696.94,4623.66,357.49,2661.04,113.964,426.27,83.04,4357.95,#N/A N/A,111.71,261.47,390.46,#N/A N/A,110.47,92.92,1507.43,186.83,#N/A N/A,132.92,1328.03,263.7,2913.74,137.77,1730.85,987.49,93.59,117.84,256.47
19/03/2010,82.67,4646.07,4598.6,355.87,2643.5,113.499,424.47,82.67,4310.67,#N/A N/A,111.36,259.93,390.65,#N/A N/A,109.9,92.77,1499.34,186.01,#N/A N/A,132.21,1323.28,260.73,2897.95,137.04,1712.07,991.02,93.06,117.2,255.85
22/03/2010,82.05,4635.39,4587.18,353.2,2635.68,113.269,423.68,82.05,4289.14,#N/A N/A,111.14,259.72,389.72,#N/A N/A,109.69,92.7,1494.28,185.5,#N/A N/A,131.88,1325.39,260.57,2890.75,136.69,1703.51,989.81,92.83,116.91,255.09
23/03/2010,82.99,4667.78,4618.56,357.26,2663.65,114.116,426.92,82.99,4347.78,#N/A N/A,111.75,262.8,393.49,#N/A N/A,110.71,93.03,1506.55,186.6,#N/A N/A,132.78,1333.64,263.7,2910.52,137.64,1726.79,994.57,93.46,117.68,256.53
24/03/2010,82.66,4593.72,4608.1,355.85,2652.32,114.023,426.63,82.66,4328.04,#N/A N/A,111.41,263.72,395.15,#N/A N/A,110.64,92.95,1503.2,186.35,#N/A N/A,132.47,1331.42,261.01,2903.94,137.32,1718.97,993,93.17,117.41,255.78
25/03/2010,84.32,4661.83,4678.17,362.97,2682.16,115.547,432.37,84.32,4459.62,#N/A N/A,112.54,266.49,399.43,#N/A N/A,112.34,93.67,1526.54,188.15,#N/A N/A,134.44,1346.96,263.65,2948.09,139.41,1771.22,997.4,94.56,119.16,257.13
26/03/2010,84.83,4669.86,4666.82,365.15,2679.48,115.428,431.93,84.83,4437.94,#N/A N/A,112.05,267.69,400.65,#N/A N/A,112.22,93.61,1524.19,188.32,#N/A N/A,134.13,1344.01,265.94,2940.94,139.07,1762.61,993.19,94.36,118.88,256.13
29/03/2010,84.67,4707.26,4678.88,364.49,2688.37,115.712,432.91,84.67,4460.75,#N/A N/A,112.33,267.44,401.15,#N/A N/A,112.51,93.87,1528.58,189.28,#N/A N/A,134.48,1347.77,267.14,2947.49,139.44,1770.41,992.69,94.64,119.18,258.74
30/03/2010,83.77,4677.72,4666.49,360.62,2682.11,115.249,431.09,83.77,4437.08,#N/A N/A,112.21,265.53,398.4,#N/A N/A,112.25,93.67,1525.37,189.11,#N/A N/A,134.13,1341.27,264.26,2939.68,139.08,1761.01,991.82,94.37,118.87,259.57
31/03/2010,82.84,4702.04,4652.96,356.61,2677.03,114.986,430.15,82.84,4411.31,#N/A N/A,111.84,265.58,397.41,#N/A N/A,112.04,93.51,1518.06,188.48,#N/A N/A,133.76,1342.83,266.45,2931.16,138.69,1750.79,986.38,94.15,118.52,258.47
01/04/2010,84.45,4780.26,4728.1,363.55,2712.64,116.737,436.81,84.45,4553.74,#N/A N/A,113.11,269.7,403.51,#N/A N/A,114.04,94.36,1540.46,190.02,#N/A N/A,135.92,1364.01,270.72,2978.5,140.91,1807.32,989.56,95.67,120.42,260.11
02/04/2010,84.45,4780.26,4728.1,363.55,2712.64,116.737,436.81,84.45,4553.74,#N/A N/A,113.11,269.7,403.51,#N/A N/A,114.04,94.36,1540.46,190.02,#N/A N/A,135.92,1364.01,270.72,2978.5,140.91,1807.32,989.56,95.67,120.42,260.11
05/04/2010,84.45,4780.26,4728.1,363.55,2712.64,116.737,436.81,84.45,4553.74,#N/A N/A,113.11,269.7,403.51,#N/A N/A,114.04,94.36,1540.46,190.02,#N/A N/A,135.92,1364.01,270.72,2978.5,140.91,1807.32,989.56,95.67,120.42,260.11
06/04/2010,84.77,4743.32,4745.55,364.91,2729.86,117.308,439.12,84.77,4587.15,#N/A N/A,113.35,273.08,406.53,#N/A N/A,114.7,94.58,1549.41,190.49,#N/A N/A,136.42,1366.63,270.99,2989.49,141.41,1820.58,991.89,96,120.88,260.05
07/04/2010,84.28,4705.98,4721.95,362.79,2723.54,116.763,437.16,84.28,4541.48,#N/A N/A,113.13,272.45,405.02,#N/A N/A,113.92,94.37,1540.58,189.71,#N/A N/A,135.74,1359.15,269.58,2974.62,140.72,1802.45,989.79,95.53,120.27,258.77
08/04/2010,82.59,4659.05,4670.66,355.54,2696.26,115.504,432.44,82.59,4442.78,#N/A N/A,112.31,270.56,399.88,#N/A N/A,112.75,93.83,1523.09,188.34,#N/A N/A,134.29,1345,267.95,2942.31,139.22,1763.28,982.41,94.5,118.96,257.25
09/04/2010,84.96,4771.76,4751.99,365.74,2742.01,117.42,439.58,84.96,4597.46,#N/A N/A,114,274.11,406.26,#N/A N/A,114.68,95.08,1551.5,190.85,#N/A N/A,136.62,1362.38,273.27,2993.54,141.6,1824.67,989.45,96.14,121.04,260.22
12/04/2010,86.22,4844.77,4767.08,371.15,2751.96,117.726,440.68,86.22,4626.53,#N/A N/A,114.1,274.05,407.45,#N/A N/A,115,95.12,1555.55,191.12,#N/A N/A,137.07,1365.05,276.51,3002.23,142.07,1835.21,992.47,96.47,121.42,259.67
13/04/2010,85.87,4806.08,4744.87,369.67,2743.1,117.305,439.03,85.87,4583.38,#N/A N/A,113.75,272.49,406.46,#N/A N/A,114.41,95.01,1546.66,190.64,#N/A N/A,136.43,1362.2,274.03,2988.24,141.41,1818.09,992.83,96.01,120.87,259.58
14/04/2010,86.84,4860.74,4776.3,373.84,2762.42,118.078,441.99,86.84,4644.02,#N/A N/A,114.07,275,409.46,#N/A N/A,115.24,95.32,1557.7,191.25,#N/A N/A,137.34,1366.44,277.85,3008.03,142.34,1842.14,997.24,96.66,121.67,262.08
15/04/2010,87.3,4846.59,4783.63,375.8,2768.9,118.32,442.88,87.3,4658.23,#N/A N/A,114.39,275.96,410.85,#N/A N/A,115.54,95.42,1563.52,191.75,#N/A N/A,137.56,1365.91,277.59,3012.65,142.54,1847.78,1006.4,96.8,121.86,263.74
16/04/2010,84.34,4724.78,4683.6,363.06,2733.26,116.168,434.78,84.34,4463.37,#N/A N/A,113.08,272.39,404.06,#N/A N/A,113.17,94.51,1529.64,189.71,#N/A N/A,134.69,1343.6,272.81,2949.65,139.62,1770.48,1006.41,94.77,119.3,260.53
19/04/2010,83.61,4695.14,4668.57,359.92,2723.01,115.653,432.77,83.61,4434.6,#N/A N/A,112.5,269.55,400.34,#N/A N/A,112.81,94.03,1523.45,188.6,#N/A N/A,134.26,1341.29,269.14,2940.19,139.19,1759.07,1003.44,94.47,118.91,258.94
20/04/2010,84.87,4763.38,4738,365.36,2750.89,117.392,439.38,84.87,4566.46,#N/A N/A,113.53,274.48,406.65,#N/A N/A,114.66,94.96,1541.65,190.46,#N/A N/A,136.25,1366.03,273.97,2983.91,141.21,1811.37,1009.26,95.86,120.68,259.92
21/04/2010,82.96,4681.53,4680.4,357.12,2733.14,116.324,435.37,82.96,4455.39,#N/A N/A,112.93,273.79,404.55,#N/A N/A,113.5,94.43,1520.38,188.95,#N/A N/A,134.6,1357.72,271.89,2947.64,139.52,1767.32,1011.2,94.7,119.21,259.67
22/04/2010,80.68,4570.6,4600.93,347.29,2695.8,114.532,428.67,80.68,4304.05,#N/A N/A,111.78,270.24,398.14,#N/A N/A,111.42,93.5,1489.95,186.8,#N/A N/A,132.35,1342.95,266.53,2897.59,137.2,1707.29,1003.3,93.12,117.17,256.67
23/04/2010,80.9,4626.45,4636.59,348.24,2712.78,115.539,432.53,80.9,4370.73,#N/A N/A,112.23,274.1,401.56,#N/A N/A,112.37,93.96,1498.48,187.8,#N/A N/A,133.37,1361.67,271.54,2918.11,138.27,1731.46,1007.18,93.82,118.08,257.9
26/04/2010,81.75,4659.56,4682.56,351.9,2721.7,116.426,435.88,81.75,4457.28,#N/A N/A,112.28,275.79,401.83,#N/A N/A,113.52,93.77,1508.72,187.18,#N/A N/A,134.67,1379.76,272.47,2947.04,139.56,1765.74,1013.01,94.74,119.26,257.98
27/04/2010,77.2,4485.54,4510.56,332.32,2633.54,112.497,421.19,77.2,4129.79,#N/A N/A,109.25,268.26,389.77,#N/A N/A,109.63,91.76,1452.88,182.22,#N/A N/A,129.8,1338.93,264.86,2838.78,134.61,1635.99,1000.18,91.32,114.84,249.41
28/04/2010,75.52,4369.82,4431.31,325.11,2587.88,110.513,413.68,75.52,3984.63,#N/A N/A,107.42,262.45,382.31,#N/A N/A,107.56,90.41,1431.12,179.35,#N/A N/A,127.56,1315.45,256.95,2788.54,132.32,1578.07,985.77,89.78,112.82,247.04
29/04/2010,77.41,4447.55,4496.51,333.25,2632.4,112.344,420.58,77.41,4101.85,#N/A N/A,108.99,267.67,391.22,#N/A N/A,109.41,91.82,1451.35,182.24,#N/A N/A,129.4,1332.57,262.85,2828.12,134.2,1622.85,996.33,91.05,114.48,250.75
30/04/2010,77.27,4451.44,4482.67,332.64,2635.79,112.151,419.77,77.27,4076.56,#N/A N/A,109.19,267.26,390.66,#N/A N/A,109.04,92.02,1448.73,182.68,#N/A N/A,129.02,1328.48,263.49,2816.86,133.8,1609.91,993,90.77,114.13,252.02
03/05/2010,77.22,4418.93,4490.97,332.41,2644.08,112.455,421,77.22,4091.54,#N/A N/A,109.51,268.62,391.56,#N/A N/A,109.3,92.4,1453.77,183.58,#N/A N/A,129.26,1332.01,262.41,2816.5,134.06,1609.45,993.38,90.93,114.35,252.61
04/05/2010,72.26,4211.95,4327.26,311.06,2561.72,108.444,405.94,72.26,3793.2,#N/A N/A,106.64,259.07,377.15,#N/A N/A,105.32,90.31,1402.01,178.79,#N/A N/A,124.63,1290.28,250.35,2708.12,129.2,1485.57,976.15,87.68,110.17,244.55
05/05/2010,70.45,4115.25,4283.12,303.27,2515.63,106.977,400.31,70.45,3715.78,#N/A N/A,105.36,253.26,369.04,#N/A N/A,103.99,89.07,1386.3,176.26,#N/A N/A,123.36,1278.67,241.59,2679.3,127.9,1453.94,964.02,86.85,109.05,242.33
06/05/2010,67.08,3969.61,4182.08,288.75,2461.54,104.91,392.52,67.08,3540.43,#N/A N/A,103.76,250.3,362.83,#N/A N/A,101.8,88.09,1347.94,173.76,#N/A N/A,120.53,1266.97,235.88,2611.41,124.95,1380.24,941.17,84.94,106.56,239.06
07/05/2010,64.2,3792.81,4014.46,276.34,2371.7,100.942,377.53,64.2,3256.59,#N/A N/A,100.1,240.57,350.34,#N/A N/A,97.7,85.36,1293.57,168.16,#N/A N/A,115.91,1222.35,225.65,2500.18,120.02,1262.65,848.48,81.73,102.34,229.04
10/05/2010,76.67,4247.81,4429.87,330.06,2565.53,110.014,411.81,76.67,3930.48,#N/A N/A,106.93,258.84,377.15,#N/A N/A,107.18,89.98,1426.8,178.87,#N/A N/A,127.55,1312.66,246.42,2758.89,132.25,1523.93,906.73,89.73,112.86,245.08
11/05/2010,74.67,4161.17,4390.47,321.43,2541.44,109.242,408.79,74.67,3860.53,#N/A N/A,106.27,256.14,374.15,#N/A N/A,106.46,89.61,1408.96,177.88,#N/A N/A,126.42,1315.47,241.02,2730.48,131.09,1492.53,893.89,88.98,111.86,240.01
12/05/2010,75.27,4211.42,4446.99,324.02,2585.59,110.938,415.3,75.27,3959.86,#N/A N/A,107.86,262.32,382.67,#N/A N/A,108.01,91.07,1426.33,181.06,#N/A N/A,127.97,1337.38,246.64,2764.31,132.76,1529.49,899.54,90.08,113.25,243.27
13/05/2010,74.27,4172.99,4446.56,319.73,2592.83,111.006,415.46,74.27,3959.06,#N/A N/A,107.65,261.66,382.09,#N/A N/A,108.14,91.03,1422.27,180.4,#N/A N/A,127.91,1347,243.8,2764.05,132.75,1529.19,899.55,90.08,113.24,243.58
14/05/2010,69.19,3933.02,4238.41,297.85,2490.17,106.352,398,69.19,3588.37,#N/A N/A,103.68,252.45,368.49,#N/A N/A,103.23,88.33,1352.3,173.83,#N/A N/A,122.23,1299.82,232.58,2633.92,126.63,1385.19,864.37,86.15,108.07,235.64
