Dates,SX7315T Index,SX5U Index,SX5T Index,SX7T Index,SD3T Index,MSDEEMUN Index,SXXT Index,SX7315T Index,SX5TL Index,SXO7T Index,SXQD50R Index,SCXT Index,MCXT Index,SX5NFT Index,DJSZXAET Index,SXLV1T Index,SLVT Index,SXEDV5R Index,SX5TESG Index,SX5DU Index,SLGT Index,SCXU Index,SX5E Index,SX5EDHB Index,SX5EL Index,SX5EDFT Index,SX5HUN Index,SX5EDCHD Index,SXKP Index
04/12/2013,61.5,5475.71,5408.37,264.71,2880.21,140.694,527.06,61.5,4795.14,675.33,124.19,321.58,500.3,1964.43,138.48,130.96,1609.56,229.65,124.33,160.03,1981.44,323.24,2991.76,165.72,1465.83,1131.37,114.5,140.36,286.42
05/12/2013,60.22,5444.94,5338.6,259.23,2848.92,139.237,521.61,60.22,4671.36,661.12,122.99,319.24,496.29,1942.49,136.82,130.59,1584.95,228.11,122.81,157.97,1967.16,323.26,2953.17,163.57,1427.99,1129.06,113,138.56,284.14
06/12/2013,60.89,5506.59,5388.19,262.1,2856.59,140.239,525.4,60.89,4758.08,668.22,123.7,320.69,498.07,1959.23,137.82,131.2,1597.31,228.91,123.93,159.45,1982.56,325.39,2979.94,165.11,1453.86,1133.27,114.04,139.84,286.19
09/12/2013,61.47,5537.05,5403.98,264.6,2866.19,140.721,527.26,61.47,4785.77,674,124.13,323.2,500.38,1962.45,138.36,131.49,1604.96,230.69,124.28,159.91,1984.36,328.78,2988.67,165.6,1462.32,1134.33,114.37,140.24,287.87
10/12/2013,61.19,5506.32,5353.7,263.38,2850.4,139.701,523.52,61.19,4696.65,669.91,123.25,323.05,499.49,1943.53,137.23,130.98,1591.41,230.04,123.22,158.4,1965.33,329.87,2960.86,164.04,1435.09,1133.7,113.28,138.94,286.07
11/12/2013,60.63,5488.68,5329.2,260.99,2826.76,139.059,521.13,60.63,4653.6,663.66,122.63,321.91,497.08,1938.31,136.17,130.46,1579.31,228.66,122.52,157.67,1961.52,329.16,2947.31,163.28,1421.93,1132.24,112.75,138.31,284.47
12/12/2013,59.96,5438.33,5294.51,258.12,2805.07,138.043,517.22,59.96,4592.95,656.36,121.7,318.81,493.05,1928.32,134.87,129.57,1566.97,227.28,121.68,156.64,1948.76,325.12,2928.12,162.2,1403.39,1129.29,112.02,137.4,282.74
13/12/2013,59.94,5417.74,5283.3,257.99,2799.19,137.809,516.21,59.94,4573.44,655.68,121.48,317.23,492.85,1920.76,134.65,129.25,1564.61,226.71,121.43,156.31,1943.13,322.97,2921.92,161.85,1397.43,1126.99,111.79,137.11,280.83
16/12/2013,61.34,5535.45,5388.87,264.05,2839.53,140.064,524.51,61.34,4756.01,671.66,123.04,319.86,498.08,1957.52,137.02,130.51,1595.68,229.22,123.81,159.46,1976.08,326.2,2978.77,165.13,1451.75,1130.79,114.04,139.82,284.35
17/12/2013,60.35,5457.34,5321.92,259.79,2817.37,138.641,519.31,60.35,4637.76,660.83,121.78,318.78,494.97,1935.61,135.35,129.77,1577.85,228.37,122.26,157.46,1954.62,324.55,2941.76,163.05,1415.65,1128.69,112.61,138.1,284.8
18/12/2013,61.27,5532.03,5382.21,263.73,2836.46,139.991,524.4,61.27,4742.76,670.58,122.63,321.42,498.21,1955.38,136.62,130.51,1596.7,229.48,123.63,159.26,1972.92,328,2975.09,164.93,1447.71,1127.85,113.89,139.65,287.08
19/12/2013,62.41,5597.59,5483.44,268.64,2885.89,142.353,533.31,62.41,4921.09,683.51,124.54,326.73,504.59,1991.92,139.17,132.27,1626.44,232.76,125.97,162.28,2006.15,331.14,3031.05,168.05,1502.15,1134.17,116.07,142.25,293.23
20/12/2013,62.93,5632.2,5516.55,270.9,2901.97,143.186,536.37,62.93,4980.45,688.89,125.11,328.34,506.67,2001.32,140.22,133.02,1638.55,233.94,126.67,163.26,2013.66,332.82,3049.35,169.08,1520.27,1137.16,116.77,143.12,293.48
23/12/2013,63.53,5687.88,5556.45,273.48,2919.1,144.23,540.28,63.53,5052.27,694.97,125.94,331.09,510.6,2014.46,141.39,133.85,1651.1,235.79,127.64,164.45,2026.94,336.49,3070.91,170.31,1541.7,1136.74,117.62,144.14,294.49
24/12/2013,63.65,5675.13,5560.01,274,2925.72,144.438,541,63.65,5058.67,696.17,126.17,331.27,512.08,2015.67,141.61,134,1653.1,236.51,127.73,164.56,2028.27,335.7,3072.88,170.42,1543.65,1136.74,117.35,144.23,295.56
25/12/2013,63.65,5675.13,5560.01,274,2925.72,144.438,541,63.65,5058.67,696.17,126.17,331.27,512.08,2015.67,141.61,134,1653.1,236.51,127.73,164.56,2028.27,335.7,3072.88,170.42,1543.65,1136.74,117.35,144.23,295.56
26/12/2013,63.65,5675.13,5560.01,274,2925.72,144.438,541,63.65,5058.67,696.17,126.17,331.27,512.08,2015.67,141.61,134,1653.1,236.51,127.73,164.56,2028.27,335.7,3072.88,170.42,1543.65,1136.74,117.35,144.23,295.56
27/12/2013,64.29,5792.68,5629.66,276.74,2964.1,146.104,547.26,64.29,5185.18,703.02,127.58,334.41,516.82,2041.89,143.26,135.12,1672.64,238.24,129.36,166.64,2054.28,341.62,3111.37,172.57,1582.25,1144.01,119.18,146.01,297.83
30/12/2013,64.23,5788.75,5610.78,276.48,2961.4,145.822,546.23,64.23,5150.15,702.95,127.46,334.1,517.78,2033.46,143,135.32,1667.65,238.18,128.98,166.06,2049.05,342.22,3100.93,171.98,1571.56,1146.37,118.78,145.53,296.35
31/12/2013,64.29,5789.1,5625.37,276.72,2968.1,146.152,547.43,64.29,5176.85,703.56,127.7,334.42,518.24,2039.16,143.25,135.63,1671.05,238.67,129.3,166.5,2055.1,341.68,3109,172.45,1579.71,1146.37,118.79,145.91,297.6
01/01/2014,64.29,5789.1,5625.37,276.72,2968.1,146.152,547.43,64.29,5176.85,703.56,127.7,334.42,518.24,2039.16,143.25,135.63,1671.05,238.67,129.3,166.5,2055.1,341.68,3109,172.45,1579.71,1146.37,118.79,145.91,297.6
02/01/2014,63.32,5647.71,5536.59,272.58,2921.41,144.287,540.71,63.32,5013.21,692.82,125.83,332.77,515.78,2007.53,141.54,134.38,1644.43,235.62,127.23,163.9,2028.8,337.01,3059.93,169.72,1529.77,1144.68,117.23,143.58,295.27
03/01/2014,63.58,5655.77,5562.83,273.69,2938.88,145.041,543.58,63.58,5060.65,695.7,126.35,336.2,518.5,2018.83,142.17,135.01,1653.24,237.26,127.82,164.66,2038.73,339.36,3074.43,170.52,1544.25,1144.9,117.78,144.27,297.21
06/01/2014,64.44,5658.11,5553.29,277.39,2940.26,144.897,543.12,64.44,5043.08,706.17,126.2,336.47,519.75,2009.22,142.15,134.64,1654.74,237.29,127.76,164.38,2029.34,340.36,3069.16,170.23,1538.89,1145.55,117.58,144.01,296.92
07/01/2014,67.08,5720.04,5628.93,288.72,2971.14,146.464,549.18,67.08,5180.39,735.56,127.02,340.24,524.53,2024.28,143.88,134.8,1684.48,239.12,129.47,166.59,2040.01,343.27,3110.96,172.55,1580.79,1150.24,119.16,145.99,299.89
08/01/2014,68.3,5716.96,5628.39,294.01,2969.59,146.685,550.09,68.3,5179.33,749.45,126.83,341.73,527.42,2016.44,144.04,134.81,1687.77,239.04,129.45,166.58,2034.48,344.61,3110.66,172.53,1580.46,1151.95,119.15,145.98,300
09/01/2014,67.95,5673.19,5591.46,292.51,2968.42,145.966,547.5,67.95,5111.29,746.02,126.23,342.37,526.81,2003.53,143.28,134.51,1680.99,239.43,128.64,165.5,2018.46,344.88,3090.26,171.41,1559.71,1152.38,118.38,145.01,301.2
10/01/2014,68.05,5734.99,5616.6,292.9,2989.78,146.589,549.89,68.05,5157.18,746.94,127.38,344.2,528.52,2014.5,143.68,135.01,1691.97,240.98,129.19,166.25,2024.79,348.93,3104.15,172.19,1573.71,1157.92,118.9,145.66,301.15
13/01/2014,69.49,5743.1,5632.17,299.11,3004.26,147.236,552.33,69.49,5185.54,764.03,127.72,346.36,533.6,2014.66,144.22,135.07,1701.48,241.29,129.5,166.7,2025.3,350.65,3111.94,172.67,1581.54,1159.21,119.23,146.07,300.91
14/01/2014,69.4,5771.44,5645.91,298.73,3022.65,147.459,553.09,69.4,5210.76,763.42,127.88,345.7,533.71,2019.88,144.56,135.04,1707.71,241.92,129.82,167.11,2026.82,350.85,3119.53,173.09,1589.23,1164.33,119.52,146.44,303.3
15/01/2014,71.4,5826.8,5739.06,307.33,3074.62,149.578,561,71.4,5382.62,785.95,129.28,350.17,539.15,2045.37,146.42,135.91,1738.39,244.09,131.9,169.83,2051.38,352.97,3168.76,175.95,1639.37,1172.64,121.46,148.87,306.68
16/01/2014,70.07,5795.66,5705.45,301.59,3064.93,149.11,558.96,70.07,5319.49,771.06,129.11,348.95,538.36,2040.46,145.65,135.97,1726.16,243.92,131.11,168.85,2051.32,351.93,3150.2,174.92,1620.14,1167.11,120.76,147.99,304.58
17/01/2014,69.78,5784.06,5712.5,300.36,3069.94,149.372,559.98,69.78,5332.54,768.14,129.61,349.58,539.55,2045.02,145.97,136.37,1730.95,244.72,131.35,169.04,2052.83,351.42,3154.1,175.14,1624.12,1168.82,120.9,148.17,307.77
20/01/2014,69,5784.92,5710.83,296.99,3073.39,149.223,559.36,69,5329.11,758.47,129.72,347.94,538.92,2051.74,146.01,136.47,1726.42,244.68,131.33,169,2057.17,349.93,3153.17,175.08,1623.07,1169.92,120.86,148.12,307.4
21/01/2014,69.04,5776.64,5710.65,297.18,3056.2,149.105,558.83,69.04,5328.67,758.35,129.59,347.09,537.79,2051.23,145.58,136.51,1719.09,243.42,131.39,168.99,2064.25,348.58,3153.08,175.08,1622.94,1174.4,120.85,148.11,306.3
22/01/2014,68.59,5781.86,5707.39,295.25,3049.33,148.974,558.36,68.59,5322.48,753.5,129.29,345.37,536,2054.63,145.34,136.27,1715.06,243.15,131.34,168.89,2066.81,347.36,3151.27,174.97,1621.04,1179.74,120.79,148.03,307.1
23/01/2014,68.33,5768.04,5645.46,294.14,3036.2,147.65,553.5,68.33,5206.88,750.94,128.14,343.98,534.97,2032.69,143.76,135.6,1697.33,242.15,130.01,167.1,2042.9,348.93,3117.08,173.11,1585.84,1175.06,119.51,146.42,304.04
24/01/2014,66.27,5605.62,5484.49,285.28,2972.39,143.73,538.97,66.27,4909.87,728.22,124.96,336.84,522.39,1976.52,140.02,133.06,1648.42,237.85,126.26,162.36,1990.33,341.81,3028.2,168.21,1495.38,1161.86,116.13,142.25,297.78
27/01/2014,65.68,5575.59,5459.9,282.72,2957.24,142.885,535.62,65.68,4865.61,721.37,124.19,333.13,518.61,1967.93,139.37,132.1,1638.31,236.66,125.63,161.64,1981.93,337.75,3014.62,167.46,1481.9,1158.05,115.62,141.61,293.32
28/01/2014,66.83,5616.03,5503.32,287.69,2971.73,144.065,540.26,66.83,4942.92,733.51,124.97,337.26,523.71,1976.68,140.43,132.85,1655.56,238.33,126.56,162.91,1990.42,341.69,3038.6,168.78,1505.45,1161.68,116.53,142.75,292.64
29/01/2014,66.7,5563.35,5459.49,287.1,2958.31,143.211,537.09,66.7,4864.11,731.87,124.18,336.64,523.59,1960.2,139.69,132.4,1644.58,237.24,125.62,161.63,1974.81,340.58,3011.45,167.45,1478.52,1156.78,115.62,141.61,292.31
30/01/2014,66.98,5559.43,5488.22,288.29,2978.27,143.637,538.73,66.98,4915.23,735.16,124.84,336.71,523.81,1970.03,140.03,132.18,1656.96,238.01,126.24,162.45,1975.18,338.63,3027.3,168.32,1494.06,1166.16,116.23,142.35,293.09
31/01/2014,66.51,5503.11,5464.05,286.3,2965.09,142.908,536.05,66.51,4871.87,730.74,124.51,335.42,520.66,1963.46,139.37,131.79,1646.88,236.59,125.52,161.74,1971.06,335.39,3013.96,167.58,1480.87,1164.46,115.75,141.73,294
03/02/2014,64.57,5425.06,5373.4,277.94,2924.95,140.901,528.57,64.57,4709.98,709.3,123.17,331.47,515.18,1937.49,137.26,131.02,1613.62,234.76,123.43,159.05,1953.82,332.25,2963.96,164.78,1431.66,1158.52,113.82,139.37,288.38
04/02/2014,65.5,5419.15,5370.73,281.94,2925.78,140.85,528.56,65.5,4705.23,718.74,123.11,333.67,515.21,1928.91,137.3,130.5,1616.79,234.42,123.4,158.97,1945.7,334.27,2962.49,164.7,1430.22,1160.65,113.77,139.3,285.24
05/02/2014,66.24,5429.09,5371.83,285.14,2925,140.965,529.06,66.24,4707.09,726.92,122.8,334.3,517.36,1924.87,137.53,130.64,1621.29,234.85,123.46,159.01,1940.83,335.43,2962.51,164.74,1430.22,1158.74,113.79,139.34,284.13
06/02/2014,67.87,5544.88,5459.37,292.15,2977.94,143.417,538.33,67.87,4860.44,744.44,125.23,341.4,526.45,1954.47,140.01,132.33,1655.63,239.65,125.41,161.62,1964.05,344.26,3010.79,167.46,1476.82,1167.48,115.65,141.6,289.92
07/02/2014,68.45,5603.71,5509.6,294.64,2998.62,144.507,542.26,68.45,4949.81,750.64,126.04,342.36,528.56,1971.78,140.92,132.93,1672.54,240.88,126.58,163.12,1976.87,345.71,3038.49,169.03,1503.97,1171.1,116.72,142.9,291.77
10/02/2014,67.92,5604.62,5498.78,292.37,2996.79,144.461,542.11,67.92,4930.16,745.14,125.95,343.04,529.29,1971.33,140.71,133.25,1663.67,240.98,126.38,162.79,1984.32,347.14,3032.53,168.69,1498.01,1167.92,116.49,142.63,290.6
11/02/2014,69.13,5699.06,5579.58,297.57,3037.41,146.462,549.57,69.13,5074.98,758.56,127.5,346.41,534.86,1999.32,142.68,134.75,1687.94,243.39,128.2,165.21,2012.97,351.29,3077.08,171.21,1542,1173.68,118.23,144.73,292.21
12/02/2014,69.72,5695.15,5611.87,300.11,3052.39,147.263,552.74,69.72,5133.65,765.46,128,349,537.64,2007.76,143.52,135.14,1699.13,244.68,129,166.19,2019.68,351.64,3094.89,172.21,1559.83,1181.35,118.9,145.55,293.09
13/02/2014,69.5,5733.3,5617.42,299.17,3065.18,147.493,553.51,69.5,5143.73,763.79,128.27,349.2,538.1,2011.54,143.82,135.43,1703.75,244.58,129.24,166.35,2024.1,353.84,3097.95,172.39,1562.89,1182.85,119.04,145.7,293.95
14/02/2014,69.69,5780.8,5655.68,300,3089.9,148.449,557.12,69.69,5213.72,766.42,128.99,351.86,541.68,2027.56,144.89,136.08,1715.06,246.01,130.03,167.49,2039.01,357.06,3119.06,173.56,1584.17,1189.24,119.87,146.69,293.49
17/02/2014,69.95,5787.51,5655.43,301.1,3093.79,148.617,557.86,69.95,5213.04,769.36,129.07,354.04,544,2026.68,145.06,136.67,1715.83,247,130.03,167.48,2040.86,359.71,3118.91,173.56,1583.95,1186.91,119.87,146.69,296.14
18/02/2014,69.77,5805.24,5652.75,300.31,3098.44,148.472,557.3,69.77,5208.02,767.53,129.09,353.45,542.61,2026.95,144.9,136.42,1715.66,246.89,129.9,167.39,2037.64,360.38,3117.44,173.48,1582.43,1186.28,119.82,146.61,298.49
19/02/2014,69.55,5812.57,5658.85,299.36,3095.26,148.58,557.69,69.55,5219.18,764.75,129.66,353.66,542.37,2031.99,144.95,136.62,1716.39,247.72,130.02,167.57,2043.31,360.66,3120.8,173.67,1585.82,1187.77,119.95,146.77,298.05
20/02/2014,69.46,5796.7,5660.28,299,3094.97,148.444,557.24,69.46,5221.74,763.31,129.85,353.31,541.14,2033.72,145.01,136.53,1717.95,248.32,130.06,167.63,2039.94,359.23,3121.59,173.71,1586.6,1188.84,119.97,146.81,300.57
21/02/2014,69.42,5829.21,5678.56,298.84,3116.36,149.01,559.39,69.42,5255.39,762.38,130.32,355.41,544.15,2043.85,145.56,136.83,1726.18,249.66,130.45,168.17,2041.91,362.22,3131.67,174.28,1596.82,1189.91,120.38,147.28,303.43
24/02/2014,70.47,5869.03,5725.06,303.34,3149.85,150.079,563.35,70.47,5341.2,774.13,131.22,356.96,548.83,2058.27,146.69,137.7,1740.49,251.35,131.51,169.58,2055.38,363.31,3157.31,175.71,1622.89,1188.23,121.37,148.48,307.26
25/02/2014,70.62,5872.32,5725.35,303.97,3151.1,150.118,563.55,70.62,5341.65,775.51,131.06,358.48,549.92,2057.69,146.77,137.96,1742.61,251.97,131.59,169.58,2051.16,365.04,3157.48,175.72,1623.04,1181.2,121.38,148.49,306.68
26/02/2014,70.19,5826.7,5708.51,302.12,3128.22,149.581,561.56,70.19,5310.14,770.84,130.47,358.17,547.61,2054.49,146.3,137.56,1730.61,251.17,131.16,169.1,2049.7,362.96,3148.19,175.21,1613.46,1183.34,120.99,148.05,304.25
27/02/2014,70.25,5808.33,5684.48,302.38,3113.84,149.066,559.85,70.25,5265.35,771.42,130.49,358.25,548.35,2046.03,145.73,137.28,1724.59,251.02,130.42,168.37,2039.12,363.43,3134.94,174.48,1599.85,1180.79,120.48,147.43,302.27
28/02/2014,70.34,5890.25,5710.4,302.78,3120.94,149.741,562.53,70.34,5313.28,772.48,130.74,361.39,550.77,2056.25,146.37,138.13,1729.13,251.98,131.12,169.13,2052.14,370.1,3149.23,175.27,1614.41,1182.29,121.09,148.1,301.76
03/03/2014,67.64,5696.41,5537.71,291.14,3045.05,145.448,546.55,67.64,4991.62,742.52,127.68,353.23,537.24,1999.12,142.28,135.37,1679.34,247.32,127.09,164.03,1992.32,360.75,3053.99,169.98,1516.67,1165.91,117.44,143.63,294.6
04/03/2014,69.78,5836.82,5687.01,300.36,3114.07,149.041,560.05,69.78,5260.69,767.26,130.46,361,548.22,2051.18,145.94,137.71,1722.96,251.08,130.56,168.43,2042.6,367.85,3136.33,174.55,1598.43,1181.25,120.6,147.5,300.68
05/03/2014,70.72,5835.66,5687.12,304.41,3119.03,149.136,560.55,70.72,5260.81,778.03,130.38,362.95,550.82,2046.54,146.22,137.49,1733.07,251.41,130.61,168.43,2027.32,369.76,3135.97,174.56,1598.04,1187.65,120.6,147.5,300.51
06/03/2014,71.19,5894.4,5702.65,306.44,3165.45,149.8,563.16,71.19,5289.46,783.16,130.91,364.81,555.96,2050.34,146.67,138.07,1739.84,252.56,131.01,168.9,2032.3,374.37,3144.53,175.06,1606.74,1188.29,120.93,147.91,301.62
07/03/2014,69.74,5811.35,5613.38,300.21,3132.56,147.707,555.44,69.74,5123.77,766.9,129.4,361.81,550.12,2019.42,144.76,136.89,1712.19,250.26,129.02,166.25,2004.8,371.88,3095.31,172.31,1556.41,1182.76,119.03,145.59,297.3
10/03/2014,70.15,5813.95,5608.81,301.97,3152.14,147.353,554.23,70.15,5115.18,771.32,129.22,361.08,549.01,2016.32,144.56,136.41,1713.67,249.89,128.92,166.11,1995.06,371.6,3092.79,172.15,1553.8,1182.77,118.93,145.47,295.42
11/03/2014,70.05,5808.06,5608.38,301.52,3144.87,147.349,554.32,70.05,5114.31,770.79,129.03,361.24,549.12,2016.75,144.62,136.43,1717.2,250.35,128.88,166.1,1991.19,371.41,3092.55,172.14,1553.53,1186.19,118.92,145.45,295.25
12/03/2014,69.42,5773.16,5559.25,298.83,3125.66,145.862,548.77,69.42,5024.62,764.08,128.01,356.8,543.43,1998.11,143.29,135.11,1707.03,248.84,127.72,164.63,1963.5,367.87,3065.46,170.6,1526.29,1180.44,117.86,144.17,294.82
13/03/2014,68.4,5695.89,5475.98,294.42,3066.68,143.861,541.31,68.4,4874.01,752.5,126.49,354.04,536.81,1969.38,141.29,134,1681.21,246.17,125.77,162.14,1936.82,365.61,3019.54,168.02,1480.54,1177.89,116.08,142.01,290.06
14/03/2014,67.09,5666.76,5448.95,288.8,3045.71,143.041,538.13,67.09,4825.81,737.78,125.84,351.13,531.29,1967.73,140.67,133.43,1667.43,244.68,125.21,161.34,1937.75,362.54,3004.64,167.17,1465.9,1173.21,115.5,141.32,286.22
17/03/2014,68.38,5751.6,5529.74,294.36,3085.47,145.072,545.9,68.38,4968.68,752.03,127.62,356.62,540.19,1994.28,142.79,134.91,1693.28,247.91,127.14,163.75,1959.75,368.27,3049.19,169.69,1509.3,1182.6,117.23,143.4,290.46
18/03/2014,69.4,5792.11,5574.29,298.72,3108.44,146.298,550.51,69.4,5048.66,763.36,128.52,358.53,545.17,2007.87,144.1,135.85,1711.46,250.08,128.14,165.08,1971.53,369.87,3073.75,171.09,1533.59,1185.16,118.18,144.56,292.02
19/03/2014,69.35,5795.57,5579.02,298.5,3100.49,146.309,550.51,69.35,5057.15,763.59,128.67,358.77,543.71,2012.42,144.28,135.9,1710.11,250.36,128.2,165.22,1978.06,370.02,3076.36,171.24,1536.17,1186.02,118.28,144.68,292.89
20/03/2014,69.53,5766.47,5601.75,299.29,3111.12,146.661,551.79,69.53,5098.28,765.99,128.97,356.65,544.71,2018.42,144.86,135.63,1716.16,249.55,128.63,165.9,1982.83,364.5,3088.9,171.96,1548.67,1183.68,118.79,145.28,292.41
21/03/2014,69.2,5780.22,5615.52,297.85,3103.55,146.856,552.27,69.2,5123.26,761.59,129.02,353.94,544.19,2029.86,145.11,135.84,1710.52,249.23,129.02,166.31,1996.68,361.7,3096.49,172.39,1556.26,1187.95,119.08,145.63,291.97
24/03/2014,67.77,5702.2,5539.32,291.72,3071.5,144.926,544.85,67.77,4983.98,745.52,128.2,348.92,536.63,2004.58,143.11,134.85,1687.27,247.19,127.25,164.06,1971.24,356.6,3052.91,170.01,1512.38,1177.74,117.47,143.65,288
25/03/2014,68.27,5781.36,5618.66,293.88,3111.69,146.853,552.03,68.27,5126.67,750.68,130.21,352.15,541.95,2035.27,144.97,136.42,1706.7,249.69,129.03,166.4,1999.14,359.75,3096.64,172.48,1555.68,1180.72,119.15,145.71,289.6
26/03/2014,69.09,5847.36,5679.51,297.4,3148.77,148.476,558.18,69.09,5237.63,760.53,131.52,355.77,548.35,2056.21,146.73,137.53,1730.11,251.84,130.42,168.2,2019.87,363.65,3130.17,174.37,1589.34,1187.55,120.44,147.3,290.91
27/03/2014,69.08,5834.5,5685.99,297.34,3147.87,148.603,558.58,69.08,5249.5,760.92,131.78,355.39,548.09,2060.23,147.12,137.78,1734,252.4,130.53,168.39,2021.59,362.05,3133.75,174.58,1592.95,1187.55,120.57,147.46,290.64
28/03/2014,70.14,5912.11,5756.18,301.92,3185.57,150.267,564.68,70.14,5379.02,772.81,133.06,358.33,552.92,2087.25,148.62,138.81,1757.22,254.58,132.08,170.46,2043.62,365.39,3172.43,176.75,1632.25,1197.57,122.06,149.28,293.21
31/03/2014,70.96,5907.1,5738.78,305.46,3186.91,150.191,564.63,70.96,5346.23,781.97,132.43,360.89,555.57,2075.2,148.76,138.7,1758.07,254.72,131.74,169.95,2036.23,368.81,3161.6,176.22,1621.02,1193.12,121.69,148.82,294.36
01/04/2014,72.78,5958.49,5783.67,313.28,3222.36,151.44,569.55,72.78,5429.71,801.88,132.9,365.23,562.42,2083.43,150.03,139.16,1775.05,255.84,132.65,171.28,2051.61,373.57,3186.34,177.59,1646.34,1195.06,122.64,149.99,293.88
02/04/2014,72.4,5949.12,5785.7,311.62,3221.86,151.427,569.53,72.4,5433.43,797.1,133.14,365.26,561.18,2084.02,149.96,139.11,1770,255.68,132.73,171.34,2054.14,372.88,3187.45,177.66,1647.46,1189.53,122.68,150.05,294.72
03/04/2014,73.74,5962.77,5820.74,317.41,3223.47,152.093,571.98,73.74,5499.15,812.22,133.44,366.11,562.39,2091.03,150.77,139.13,1781.57,255.63,133.49,172.37,2063.19,372.35,3206.76,178.75,1667.39,1193.58,123.42,150.96,292.97
04/04/2014,74.42,5996.54,5863.53,320.33,3238.48,153.113,575.8,74.42,5579.91,819.72,133.99,367.59,565.36,2105.69,151.71,139.82,1795.58,256.72,134.49,173.63,2075.43,373.23,3230.33,180.06,1691.87,1198.49,124.32,152.08,294.22
07/04/2014,73.27,5935.13,5783,315.38,3214.01,151.181,568.52,73.27,5426.36,807.06,133.03,364.13,560.26,2078.65,149.63,139.01,1776.3,255.75,132.6,171.25,2042.72,371.03,3185.97,177.59,1645.32,1197.44,122.62,149.97,291.65
08/04/2014,72.27,5942.26,5767.92,311.09,3184.03,150.41,565.35,72.27,5397.97,795.71,132.45,358.78,553.09,2078.75,149.25,138.17,1768.86,253.75,132.22,170.81,2029.99,366.97,3177.66,177.13,1636.71,1197.45,122.31,149.58,288.82
09/04/2014,71.87,5964.81,5777.24,309.35,3207.37,150.917,567.27,71.87,5415.32,791.46,133.15,361.16,556.75,2087.46,149.42,138.82,1774.67,255.58,132.48,171.08,2031.64,370.21,3182.79,177.41,1641.97,1194.05,122.51,149.82,291.38
10/04/2014,70.68,5937.77,5727.64,304.25,3187.69,149.766,562.95,70.68,5322.24,778.16,132.32,358.46,551.93,2072.78,148.22,138.35,1754.54,254.02,131.26,169.6,2023.78,368.94,3152.86,175.89,1611.06,1190.65,121.45,148.54,288.77
11/04/2014,69.84,5872.11,5661.65,300.6,3160.61,147.914,555.87,69.84,5199.51,768.78,131.03,353.06,544.94,2048.71,146.42,136.82,1737.78,252.13,129.61,167.63,1992.86,363.56,3116.54,173.85,1573.92,1187.46,120.04,146.82,284.91
14/04/2014,69.65,5875.05,5694.01,299.8,3177.81,148.272,556.68,69.65,5258.68,767.13,131.36,349.15,541.38,2063.75,147.11,136.97,1746.98,252.57,130.3,168.6,2001.39,357.66,3131.57,174.86,1589.02,1188.12,120.73,147.66,286.01
15/04/2014,68.13,5803.49,5621.2,293.27,3143.42,146.467,549.79,68.13,5124.1,749.87,130.21,344.08,535.14,2041.37,145.42,136.35,1721.6,251.35,128.52,166.43,1980.51,352.68,3091.52,172.63,1548.35,1184.08,119.18,145.76,282.71
16/04/2014,69.97,5885.65,5708.01,301.18,3185.36,148.844,558.87,69.97,5282.28,770.95,132.23,351.1,546.39,2069.17,147.59,137.78,1751.75,254.12,130.45,169.01,2006.52,359.42,3139.26,175.27,1596.14,1190.69,121.03,148.02,286.68
17/04/2014,70.4,5930.18,5739.13,303.02,3207.72,149.648,561.97,70.4,5339.79,775.54,132.78,353.19,550.08,2079.33,148.31,138.2,1762.54,255.63,131.19,169.93,2013.1,362.33,3155.81,176.23,1612.94,1192.83,121.69,148.82,288.95
18/04/2014,70.4,5930.18,5739.13,303.02,3207.72,149.648,561.97,70.4,5339.79,775.54,132.78,353.19,550.08,2079.33,148.31,138.2,1762.54,255.63,131.19,169.93,2013.1,362.33,3155.81,176.23,1612.94,1192.83,121.69,148.82,288.95
21/04/2014,70.4,5930.18,5739.13,303.02,3207.72,149.648,561.97,70.4,5339.79,775.54,132.78,353.19,550.08,2079.33,148.31,138.2,1762.54,255.63,131.19,169.93,2013.1,362.33,3155.81,176.23,1612.94,1192.83,121.69,148.82,288.95
22/04/2014,71.61,5995.69,5818.93,308.24,3249.86,151.808,570.09,71.61,5487.8,789,133.98,358.89,558.12,2106.08,150.3,139.86,1787.58,258.96,133.13,172.3,2042.55,367.13,3199.69,178.66,1657.65,1200.53,123.39,150.89,293.73
23/04/2014,70.89,5965.49,5775.81,305.17,3238.53,150.907,566.62,70.89,5406.37,781.32,133.14,356.73,556.76,2090.34,149.4,139.3,1772.3,258.54,132.21,171.02,2031.85,365.8,3175.97,177.36,1633.04,1196.28,122.47,149.78,292.24
24/04/2014,71.28,5987.96,5801.76,306.8,3258.21,151.399,568.39,71.28,5454.85,785.25,133.48,356.94,557.17,2098.22,150.18,139.51,1779.12,259.43,132.81,171.79,2038.16,365.75,3189.81,178.14,1647.24,1198.42,123.02,150.45,294.19
25/04/2014,69.79,5917.98,5726.5,300.42,3229.86,149.608,561.64,69.79,5313.22,768.52,132.16,352.3,551.25,2074.19,148.34,138.64,1752.65,257.87,131.04,169.55,2019.21,361.47,3147.4,175.84,1603.4,1193.1,121.42,148.49,291.95
28/04/2014,69.86,5955.67,5760.05,300.72,3244.39,150.106,563.23,69.86,5375.14,769.15,132.55,351.76,550.58,2087.16,148.67,138.95,1760.77,258.7,131.74,170.54,2029.74,361.1,3165.84,176.87,1622.09,1197.82,122.14,149.36,293.04
